"Gene","ensembl_gene_id","entrezgene_id"
"TSBP1","ENSG00000204296",10665
"TSGA13","ENSG00000213265",114960
"TSHB","ENSG00000134200",7252
"TSPAN16","ENSG00000130167",26526
"TSPO2","ENSG00000112212",222642
"TSPYL6","ENSG00000178021",388951
"TSSK1B","ENSG00000212122",83942
"TSSK2","ENSG00000206203",23617
"TXNDC8","ENSG00000204193",255220
"TYR","ENSG00000077498",7299
"UBQLN3","ENSG00000175520",50613
"UMOD","ENSG00000169344",7369
"UROC1","ENSG00000159650",131669
"USP17L2","ENSG00000223443",377630
"USP29","ENSG00000131864",57663
"UTS2R","ENSG00000181408",2837
"VAX1","ENSG00000148704",11023
"VN1R2","ENSG00000196131",317701
"VN1R4","ENSG00000228567",317703
"VPREB1","ENSG00000169575",7441
"VRTN","ENSG00000133980",55237
"VSX2","ENSG00000119614",338917
"WFDC10A","ENSG00000180305",140832
"WFDC11","ENSG00000180083",259239
"WFDC9","ENSG00000180205",259240
"XKR7","ENSG00000260903",343702
"ZG16","ENSG00000174992",653808
"ZIM3","ENSG00000141946",114026
"ZNF648","ENSG00000179930",127665
"ZNF679","ENSG00000197123",168417
"ZNF804B","ENSG00000182348",219578
"ZNRF4","ENSG00000105428",148066
"ZP2","ENSG00000103310",7783
"ZP4","ENSG00000116996",57829
"ZSWIM2","ENSG00000163012",151112
