"","condition","cycle","region","log2fc.norm.mean","obs.mut.mean","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id"
"609","control",9,"organelle inheritance",0,0,0,1,1,NA,"GO:0048308"
"610","control",9,"organelle localization by membrane tethering",0.0691729165464733,0.333333333333333,0,0.842196796751155,1,NA,"GO:0140056"
"611","control",9,"organophosphate catabolic process",0.666666666666667,0.333333333333333,0,0.924243549089448,1,NA,"GO:0046434"
"612","control",9,"organophosphate ester transport",0.5,0.166666666666667,0,0.996731025859198,1,NA,"GO:0015748"
"613","control",9,"ossification",-0.141332817759158,0.166666666666667,1,0.766886224722843,1,NA,"GO:0001503"
"614","control",9,"osteoblast differentiation",0.169653651332878,0,0.5,0.980214525612909,1,NA,"GO:0001649"
"615","control",9,"oxidative phosphorylation",0.833333333333333,0.166666666666667,0,0.988885967726697,1,NA,"GO:0006119"
"616","control",9,"pentose-phosphate shunt",-0.166666666666667,0,0,1,1,NA,"GO:0006098"
"617","control",9,"peptidyl-lysine modification",0.553654682481227,0.166666666666667,0.5,0.994560816982451,1,NA,"GO:0018205"
"618","control",9,"pericardium development",-0.166666666666667,0.166666666666667,0,0.925097978187358,1,NA,"GO:0060039"
"619","control",9,"peroxisome organization",0,0,0,1,1,NA,"GO:0007031"
"620","control",9,"phospholipid biosynthetic process",1.05664166714744,0.166666666666667,0,0.999826464999215,1,NA,"GO:0008654"
"621","control",9,"pigment accumulation",0,0,0,1,1,NA,"GO:0043476"
"622","control",9,"pigmentation",0,0,0,1,1,NA,"GO:0043473"
"623","control",9,"pinocytosis",0,0,0,1,1,NA,"GO:0006907"
"624","control",9,"placenta development",0.597493750120193,0.166666666666667,0,0.999353001207728,1,NA,"GO:0001890"
"625","control",9,"plasma membrane tubulation",0,0,0,1,1,NA,"GO:0097320"
"626","control",9,"platelet-derived growth factor receptor signaling pathway",-0.166666666666667,0,0,1,1,NA,"GO:0048008"
"627","control",9,"polyamine biosynthetic process",-0.166666666666667,0,0,1,1,NA,"GO:0006596"
"628","control",9,"polyamine metabolic process",-0.166666666666667,0,0,1,1,NA,"GO:0006595"
"629","control",9,"polyol metabolic process",0.833333333333333,0.333333333333333,0,0.882448801872038,1,NA,"GO:0019751"
"630","control",9,"positive regulation by host of viral process",0,0.166666666666667,0,0.914674570639262,1,NA,"GO:0044794"
"631","control",9,"positive regulation of GTPase activity",0.792481250360578,0.666666666666667,0.333333333333333,0.948940770963116,1,NA,"GO:0043547"
"632","control",9,"positive regulation of amide metabolic process",0.433814068119737,0.333333333333333,0,0.965741766879117,1,NA,"GO:0034250"
"633","control",9,"positive regulation of axonogenesis",0.333333333333333,0,0,1,1,NA,"GO:0050772"
"634","control",9,"positive regulation of cell projection organization",0.14816144793521,0.166666666666667,1,0.844205512519513,1,NA,"GO:0031346"
"635","control",9,"positive regulation of cellular component biogenesis",-0.23279763245377,0.166666666666667,1,0.737280616719082,1,NA,"GO:0044089"
"636","control",9,"positive regulation of epithelial to mesenchymal transition",-0.264160416786859,0,0,1,1,NA,"GO:0010718"
"637","control",9,"positive regulation of establishment of protein localization",0.267147401453071,0.833333333333333,0.333333333333333,0.356086056271378,1,NA,"GO:1904951"
"638","control",9,"positive regulation of kinase activity",0.230136963990155,0.666666666666667,1,0.993789279203489,1,NA,"GO:0033674"
"639","control",9,"positive regulation of microtubule polymerization",0,0,0,1,1,NA,"GO:0031116"
"640","control",9,"positive regulation of nervous system development",0.528320833573719,0.166666666666667,0.5,0.924050678449707,1,NA,"GO:0051962"
"641","control",9,"positive regulation of neurogenesis",0.959147917027246,0.166666666666667,0.166666666666667,0.993917792889015,1,NA,"GO:0050769"
"642","control",9,"positive regulation of neuron migration",0,0,0,1,1,NA,"GO:2001224"
"643","control",9,"positive regulation of protein localization",0.167737711526572,1,1,0.958789506441924,1,NA,"GO:1903829"
"644","control",9,"positive regulation of stem cell population maintenance",-0.333333333333333,0,0,1,1,NA,"GO:1902459"
"645","control",9,"positive regulation of viral process",-0.264160416786859,0.166666666666667,0,0.974959646636394,1,NA,"GO:0048524"
"646","control",9,"postsynapse organization",0.833333333333333,0.333333333333333,0,0.98615461969458,1,NA,"GO:0099173"
"647","control",9,"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.440642698295787,0.333333333333333,1,0.933813100307174,1,NA,"GO:0043161"
"648","control",9,"protein autophosphorylation",0.889975000480772,0.166666666666667,0,0.999576585978846,1,NA,"GO:0046777"
"649","control",9,"protein folding",0.600480734786405,0,0,1,1,NA,"GO:0006457"
"650","control",9,"protein glycosylation",0.902506249879807,0.166666666666667,0,0.998882602731416,1,NA,"GO:0006486"
"651","control",9,"protein lipidation",0.333333333333333,0.166666666666667,0,0.983950944672966,1,NA,"GO:0006497"
"652","control",9,"protein localization to nucleus",0.286507281028157,0.666666666666667,0.5,0.97107534786188,1,NA,"GO:0034504"
"653","control",9,"protein neddylation",-0.5,0,0,1,1,NA,"GO:0045116"
"654","control",9,"protein polyubiquitination",0.597493750120193,0.333333333333333,0,0.988849520374348,1,NA,"GO:0000209"
"655","control",9,"protein targeting",0.238826567879352,0.166666666666667,0.5,0.997375797983996,1,NA,"GO:0006605"
"656","control",9,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0,0,1,1,NA,"GO:0043328"
"657","control",9,"protein-DNA complex subunit organization",1.85097404224886e-17,0.166666666666667,0,0.999259152208578,1,NA,"GO:0071824"
"658","control",9,"protein-containing complex localization",0.597493750120193,0,0,1,1,NA,"GO:0031503"
"659","control",9,"proton motive force-driven ATP synthesis",0.166666666666667,0.166666666666667,0,0.95831499076522,1,NA,"GO:0015986"
"660","control",9,"proton transmembrane transport",0.666666666666667,0.166666666666667,0,0.995733901889155,1,NA,"GO:1902600"
"661","control",9,"pteridine-containing compound metabolic process",0,0,0,1,1,NA,"GO:0042558"
"662","control",9,"quinone biosynthetic process",0,0,0,1,1,NA,"GO:1901663"
"663","control",9,"rRNA metabolic process",0.238826567879351,0.166666666666667,0,0.99964107888015,1,NA,"GO:0016072"
"664","control",9,"receptor metabolic process",0,0.166666666666667,0,0.983238977108742,1,NA,"GO:0043112"
"665","control",9,"regulation of ATP metabolic process",-0.333333333333333,0,0,1,1,NA,"GO:1903578"
"666","control",9,"regulation of ATP-dependent activity",0,0,0,1,1,NA,"GO:0043462"
"667","control",9,"regulation of DNA repair",0.694987500240386,0.333333333333333,0,0.985653560072442,1,NA,"GO:0006282"
"668","control",9,"regulation of DNA replication",0.861654166907053,0,0,1,1,NA,"GO:0006275"
"669","control",9,"regulation of G0 to G1 transition",0,0,0,1,1,NA,"GO:0070316"
"670","control",9,"regulation of GTPase activity",0.371469781749313,0.833333333333333,1,0.917035618333153,1,NA,"GO:0043087"
"671","control",9,"regulation of Golgi organization",-0.166666666666667,0,0,1,1,NA,"GO:1903358"
"672","control",9,"regulation of actin filament organization",0.405493234546018,0.5,0.5,0.917982058652937,1,NA,"GO:0110053"
"673","control",9,"regulation of actin filament-based process",-0.109225304768759,0.666666666666667,1,0.99396954661132,1,NA,"GO:0032970"
"674","control",9,"regulation of anatomical structure size",-0.037065403556075,0.666666666666667,1,0.921865934024165,1,NA,"GO:0090066"
"675","control",9,"regulation of apoptotic signaling pathway",0.509815614842261,0.333333333333333,0.833333333333333,0.978772440043884,1,NA,"GO:2001233"
"676","control",9,"regulation of autophagosome maturation",0,0.333333333333333,0,0.385262542898975,1,NA,"GO:1901096"
"677","control",9,"regulation of autophagy",0.77397603162912,0.5,0.666666666666667,0.978128897860323,1,NA,"GO:0010506"
"678","control",9,"regulation of binding",0.509815614842262,0.666666666666667,1,0.997559302929439,1,NA,"GO:0051098"
"679","control",9,"regulation of carbohydrate metabolic process",0.402506249879807,0.5,0,0.889086347558985,1,NA,"GO:0006109"
"680","control",9,"regulation of cell cycle phase transition",0.0155182340652466,0.5,1,0.970579879510205,1,NA,"GO:1901987"
"681","control",9,"regulation of cell division",1.05664166714744,0,0,1,1,NA,"GO:0051302"
"682","control",9,"regulation of cell growth",-0.113011984185439,0.166666666666667,1,0.767113706448024,1,NA,"GO:0001558"
"683","control",9,"regulation of cell morphogenesis",0.430827083453527,0.333333333333333,0.5,0.977761553878804,1,NA,"GO:0022604"
"684","control",9,"regulation of cell-substrate adhesion",0.697974484906598,0.666666666666667,0.333333333333333,0.845815127142801,1,NA,"GO:0010810"
"685","control",9,"regulation of cell-substrate junction assembly",-0.194987500240387,0.166666666666667,0,0.994578889364222,1,NA,"GO:0090109"
"686","control",9,"regulation of cell-substrate junction organization",0.471679166426281,0.166666666666667,0,0.995327943408217,1,NA,"GO:0150116"
"687","control",9,"regulation of cellular component size",-0.330346348667123,0.5,1,0.862426246518915,1,NA,"GO:0032535"
"688","control",9,"regulation of chromosome organization",0.459147917027245,0.333333333333333,0,0.99120021949724,1,NA,"GO:0033044"
"689","control",9,"regulation of chromosome segregation",0.5,0.166666666666667,0,0.998035525711956,1,NA,"GO:0051983"
"690","control",9,"regulation of circadian rhythm",-0.025333848907508,0,0,1,1,NA,"GO:0042752"
"691","control",9,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.987468750600965,0,0,1,1,NA,"GO:0043281"
"692","control",9,"regulation of cytokinesis",0.569172916546474,0,0,1,1,NA,"GO:0032465"
"693","control",9,"regulation of embryonic development",0.166666666666667,0,0,1,1,NA,"GO:0045995"
"694","control",9,"regulation of establishment of cell polarity",-0.26416041678686,0,0,1,1,NA,"GO:2000114"
"695","control",9,"regulation of extracellular matrix organization",0,0,0,1,1,NA,"GO:1903053"
"696","control",9,"regulation of fibroblast migration",-0.166666666666667,0,0,1,1,NA,"GO:0010762"
"697","control",9,"regulation of fibroblast proliferation",0.5,0,0,1,1,NA,"GO:0048145"
"698","control",9,"regulation of focal adhesion assembly",-0.194987500240387,0.166666666666667,0,0.994578889364222,1,NA,"GO:0051893"
"699","control",9,"regulation of generation of precursor metabolites and energy",0.166666666666667,0,0,1,1,NA,"GO:0043467"
"700","control",9,"regulation of glucose metabolic process",0.235839583213141,0.166666666666667,0,0.995847152658253,1,NA,"GO:0010906"
"701","control",9,"regulation of interferon-beta production",0.333333333333333,0,0,1,1,NA,"GO:0032648"
"702","control",9,"regulation of intracellular protein transport",0.764160416786859,0.333333333333333,0,0.984300951267634,1,NA,"GO:0033157"
"703","control",9,"regulation of intracellular steroid hormone receptor signaling pathway",0.305012499759614,0,0,1,1,NA,"GO:0033143"
"704","control",9,"regulation of intracellular transport",0.343148948175595,0.5,0.5,0.918018725353598,1,NA,"GO:0032386"
"705","control",9,"regulation of ketone biosynthetic process",0,0.166666666666667,0,0.875779670767476,1,NA,"GO:0010566"
"706","control",9,"regulation of ligase activity",0,0.166666666666667,0,0.863144450128543,1,NA,"GO:0051340"
"707","control",9,"regulation of membrane permeability",0,0,0,1,1,NA,"GO:0090559"
"708","control",9,"regulation of microtubule cytoskeleton organization",0.930827083453527,0,0,1,1,NA,"GO:0070507"
"709","control",9,"regulation of microtubule depolymerization",0,0,0,1,1,NA,"GO:0031114"
"710","control",9,"regulation of microtubule-based process",0.694987500240386,0.333333333333333,0,0.982883468217118,1,NA,"GO:0032886"
"711","control",9,"regulation of mitochondrial fission",-0.166666666666667,0,0,1,1,NA,"GO:0090140"
"712","control",9,"regulation of mitochondrial membrane permeability",0,0,0,1,1,NA,"GO:0046902"
"713","control",9,"regulation of mitochondrial membrane potential",-0.166666666666667,0,0,1,1,NA,"GO:0051881"
"714","control",9,"regulation of ncRNA transcription",-0.430827083453527,0,0,1,1,NA,"GO:0140747"
"715","control",9,"regulation of neuron apoptotic process",1.29248125036058,0,0,1,1,NA,"GO:0043523"
"716","control",9,"regulation of neuron death",0.792481250360579,0,0.5,0.980389914873261,1,NA,"GO:1901214"
"717","control",9,"regulation of neuron projection development",0.412321864722068,0.5,1,0.959687805653341,1,NA,"GO:0010975"
"718","control",9,"regulation of pinocytosis",0,0,0,1,1,NA,"GO:0048548"
"719","control",9,"regulation of plasma membrane bounded cell projection assembly",0.723308333814105,0.166666666666667,0,0.999425658307546,1,NA,"GO:0120032"
"720","control",9,"regulation of protein catabolic process",0.327630714110347,0.166666666666667,0.5,0.923950054645202,1,NA,"GO:0042176"
"721","control",9,"regulation of protein dephosphorylation",0.333333333333333,0.166666666666667,0,0.991450385251871,1,NA,"GO:0035304"
"722","control",9,"regulation of protein modification by small protein conjugation or removal",0.638345833092948,0,0,1,1,NA,"GO:1903320"
"723","control",9,"regulation of protein stability",0.578988531388736,0.833333333333333,0.333333333333333,0.95555088159048,1,NA,"GO:0031647"
"724","control",9,"regulation of protein-containing complex assembly",0.138345833092948,0.666666666666667,1,0.994525471132573,1,NA,"GO:0043254"
"725","control",9,"regulation of response to DNA damage stimulus",0.622827599027701,0.666666666666667,0.5,0.967521211611166,1,NA,"GO:2001020"
"726","control",9,"regulation of small molecule metabolic process",0.377172400972299,0.666666666666667,0.333333333333333,0.991126515755267,1,NA,"GO:0062012"
"727","control",9,"regulation of stem cell differentiation",0.5,0.166666666666667,0,0.987698745432936,1,NA,"GO:2000736"
"728","control",9,"regulation of steroid hormone biosynthetic process",0,0.166666666666667,0,0.939779360164615,1,NA,"GO:0090030"
"729","control",9,"regulation of supramolecular fiber organization",0.0253338489075077,0.5,1,0.964900049979439,1,NA,"GO:1902903"
"730","control",9,"regulation of translational fidelity",0,0,0,1,1,NA,"GO:0006450"
"731","control",9,"regulation of type I interferon-mediated signaling pathway",-0.166666666666667,0,0,1,1,NA,"GO:0060338"
"732","control",9,"regulation of ubiquitin-protein transferase activity",0.5,0,0,1,1,NA,"GO:0051438"
"733","control",9,"regulation of vacuole organization",0.0691729165464733,0,0,1,1,NA,"GO:0044088"
"734","control",9,"release of cytochrome c from mitochondria",0.166666666666667,0,0,1,1,NA,"GO:0001836"
"735","control",9,"renal system development",0.125814583693913,0.166666666666667,1,0.850727066031183,1,NA,"GO:0072001"
"736","control",9,"respiratory system development",0.307999484425826,0.166666666666667,0.333333333333333,0.971966683012652,1,NA,"GO:0060541"
"737","control",9,"respiratory tube development",0.64133281775916,0.166666666666667,0,0.999272459737601,1,NA,"GO:0030323"
"738","control",9,"response to UV",0.26714740145307,0.333333333333333,0,0.968000395112541,1,NA,"GO:0009411"
"739","control",9,"response to acid chemical",0.569172916546474,0.166666666666667,0,0.9991461508625,1,NA,"GO:0001101"
"740","control",9,"response to amino acid",0.569172916546474,0.166666666666667,0,0.998476912690995,1,NA,"GO:0043200"
"741","control",9,"response to amino acid starvation",-0.5,0,0,1,1,NA,"GO:1990928"
"742","control",9,"response to arsenic-containing substance",0,0.166666666666667,0,0.968327694394308,1,NA,"GO:0046685"
"743","control",9,"response to endoplasmic reticulum stress",0.792481250360579,0,0,1,1,NA,"GO:0034976"
"744","control",9,"response to fluid shear stress",-0.333333333333333,0.166666666666667,0,0.983319847812375,1,NA,"GO:0034405"
"745","control",9,"response to insulin",0.307999484425825,0.5,0.333333333333333,0.999833301891857,1,NA,"GO:0032868"
"746","control",9,"response to ionizing radiation",0.861654166907053,0,0,1,1,NA,"GO:0010212"
"747","control",9,"response to oxidative stress",0.396803630656821,0.5,1,0.973175844397055,1,NA,"GO:0006979"
"748","control",9,"response to oxygen levels",-0.141332817759159,0.5,1,0.969592969664178,1,NA,"GO:0070482"
"749","control",9,"response to reactive oxygen species",1.36464115157327,0.333333333333333,0,0.989059958848477,1,NA,"GO:0000302"
"750","control",9,"response to sterol depletion",0,0.166666666666667,0,0.929583405146022,1,NA,"GO:0006991"
"751","control",9,"response to topologically incorrect protein",0.405493234546018,0,0,1,1,NA,"GO:0035966"
"752","control",9,"response to transforming growth factor beta",0.307999484425826,0.5,0.5,0.995536780623195,1,NA,"GO:0071559"
"753","control",9,"response to virus",0.525333848907508,0.5,0.666666666666667,0.845864795848434,1,NA,"GO:0009615"
"754","control",9,"rhythmic process",0.490184385157739,0.5,0.166666666666667,0.98188164400364,1,NA,"GO:0048511"
"755","control",9,"ribonucleoprotein complex assembly",-0.166666666666667,0,0,1,1,NA,"GO:0022618"
"756","control",9,"ribonucleoprotein complex subunit organization",-0.069172916546474,0.166666666666667,0,0.999512882673183,1,NA,"GO:0071826"
"757","control",9,"ribonucleotide metabolic process",0.122827599027701,0.5,0.833333333333333,0.996102457759638,1,NA,"GO:0009259"
"758","control",9,"ribose phosphate metabolic process",0.122827599027701,0.5,0.833333333333333,0.995852471209411,1,NA,"GO:0019693"
"759","control",9,"ribosomal subunit export from nucleus",-0.166666666666667,0,0,1,1,NA,"GO:0000054"
"760","control",9,"ribosome assembly",-0.26416041678686,0,0,1,1,NA,"GO:0042255"
"761","control",9,"ribosome biogenesis",0.682184900731914,0.166666666666667,0,0.999787525232196,1,NA,"GO:0042254"
"762","control",9,"ribosome localization",-0.166666666666667,0,0,1,1,NA,"GO:0033750"
"763","control",9,"roof of mouth development",-0.166666666666667,0,0,1,1,NA,"GO:0060021"
"764","control",9,"semaphorin-plexin signaling pathway involved in neuron projection guidance",0,0,0,1,1,NA,"GO:1902285"
"765","control",9,"seminiferous tubule development",0,0.166666666666667,0,0.886748416806465,1,NA,"GO:0072520"
"766","control",9,"signal peptide processing",0,0,0,1,1,NA,"GO:0006465"
"767","control",9,"signal transduction in response to DNA damage",0.26416041678686,0.166666666666667,0,0.998592303941106,1,NA,"GO:0042770"
"768","control",9,"sister chromatid segregation",1.15413541726763,0.166666666666667,0,0.999872445398449,1,NA,"GO:0000819"
"769","control",9,"small molecule catabolic process",0.792481250360579,0.333333333333333,0.333333333333333,0.995766835676072,1,NA,"GO:0044282"
"770","control",9,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0,0,0,1,1,NA,"GO:0060831"
"771","control",9,"sphingomyelin biosynthetic process",0,0,0,1,1,NA,"GO:0006686"
"772","control",9,"spindle localization",-0.166666666666667,0,0,1,1,NA,"GO:0051653"
"773","control",9,"stem cell differentiation",0.320802083934297,0.333333333333333,0.333333333333333,0.891225192857461,1,NA,"GO:0048863"
"774","control",9,"stem cell population maintenance",0.528320833573719,0.166666666666667,0,0.998655074491111,1,NA,"GO:0019827"
"775","control",9,"sterol biosynthetic process",0,0,0,1,1,NA,"GO:0016126"
"776","control",9,"stress granule assembly",0,0.166666666666667,0,0.958874170178417,1,NA,"GO:0034063"
"777","control",9,"substantia nigra development",-0.5,0,0,1,1,NA,"GO:0021762"
"778","control",9,"substrate adhesion-dependent cell spreading",0.402506249879807,0.5,0,0.773355682889088,1,NA,"GO:0034446"
"779","control",9,"sulfur compound metabolic process",0.597493750120194,0.333333333333333,0.333333333333333,0.995406127366102,1,NA,"GO:0006790"
"780","control",9,"suppression of viral release by host",0,0,0,1,1,NA,"GO:0044790"
"781","control",9,"synaptic vesicle lumen acidification",-0.166666666666667,0.166666666666667,0,0.844502141188568,1,NA,"GO:0097401"
"782","control",9,"telomerase RNA localization to Cajal body",-0.333333333333333,0,0,1,1,NA,"GO:0090671"
"783","control",9,"telomere maintenance",-0.0974937501201927,0.333333333333333,0,0.949151473026469,1,NA,"GO:0000723"
"784","control",9,"telomere organization",9.26992857475106e-18,0.333333333333333,0,0.956152141569599,1,NA,"GO:0032200"
"785","control",9,"toxin transport",-0.333333333333333,0,0,1,1,NA,"GO:1901998"
"786","control",9,"trabecula morphogenesis",0.0691729165464733,0.166666666666667,0,0.991059219481424,1,NA,"GO:0061383"
"787","control",9,"tube closure",0.833333333333333,0,0,1,1,NA,"GO:0060606"
"788","control",9,"ubiquinone biosynthetic process",0,0,0,1,1,NA,"GO:0006744"
"789","control",9,"ubiquinone metabolic process",0,0,0,1,1,NA,"GO:0006743"
"790","control",9,"vacuolar acidification",-0.166666666666667,0.166666666666667,0,0.96004108329262,1,NA,"GO:0007035"
"791","control",9,"vacuolar transport",0.861654166907053,0.333333333333333,0,0.972991661229231,1,NA,"GO:0007034"
"792","control",9,"vacuole organization",0.836320317999545,0.333333333333333,0,0.984082675234381,1,NA,"GO:0007033"
"793","control",9,"vasculogenesis",0.166666666666667,0.166666666666667,0,0.992073148748879,1,NA,"GO:0001570"
"794","control",9,"vesicle localization",0.694987500240386,0,0,1,1,NA,"GO:0051648"
"795","control",9,"vesicle organization",0.377172400972299,0.5,0.5,0.949266295162248,1,NA,"GO:0016050"
"796","control",9,"viral process",-0.289494265694368,0.5,1,0.877050177506392,1,NA,"GO:0016032"
"797","control",9,"viral release from host cell",-0.166666666666667,0.166666666666667,0,0.946816577865364,1,NA,"GO:0019076"
"798","control",9,"water-soluble vitamin metabolic process",-0.333333333333333,0.166666666666667,0,0.982232496626062,1,NA,"GO:0006767"
"799","enu",3,"ATP metabolic process",-0.187531562564234,2,2.66666666666667,0.897241951165062,1,NA,"GO:0046034"
"800","enu",3,"COPII vesicle coating",0.528320833573719,0.333333333333333,0,0.811272159840185,1,NA,"GO:0048208"
"801","enu",3,"DNA conformation change",-0.226023968370879,1,1,0.862803962283655,1,NA,"GO:0071103"
"802","enu",3,"DNA replication",-0.114045108060828,2.33333333333333,4,0.130564488556009,1,NA,"GO:0006260"
"803","enu",3,"DNA-templated transcription elongation",0.0960215476736927,2,1.66666666666667,0.712310605151337,1,NA,"GO:0006354"
"804","enu",3,"G0 to G1 transition",-1,0,0.666666666666667,0.846811804900259,1,NA,"GO:0045023"
"805","enu",3,"GPI anchor biosynthetic process",0.528320833573719,0.333333333333333,0,0.825680966281027,1,NA,"GO:0006506"
"806","enu",3,"Golgi organization",-0.116133435416184,2,1.66666666666667,0.995458049823229,1,NA,"GO:0007030"
"807","enu",3,"Golgi to plasma membrane protein transport",0.861654166907053,0.333333333333333,0.333333333333333,0.805502551312084,1,NA,"GO:0043001"
"808","enu",3,"Golgi vesicle transport",-0.412143958201918,2.33333333333333,3.66666666666667,0.403306990652756,1,NA,"GO:0048193"
"809","enu",3,"NADP metabolic process",0.528320833573719,0.333333333333333,0,0.943654735614813,1,NA,"GO:0006739"
"810","enu",3,"NADPH regeneration",0.666666666666667,0.333333333333333,0,0.861580681627438,1,NA,"GO:0006740"
"811","enu",3,"RNA localization",-0.808805520469781,0.333333333333333,2,0.105119214604442,1,NA,"GO:0006403"
"812","enu",3,"RNA transport",-0.821793628322831,0.333333333333333,2,0.192059379734349,1,NA,"GO:0050658"
"813","enu",3,"Schwann cell differentiation",0.805012499759615,0.333333333333333,0,0.96255561303705,1,NA,"GO:0014037"
"814","enu",3,"U2-type prespliceosome assembly",0.333333333333333,0,0,1,1,NA,"GO:1903241"
"815","enu",3,"UV-damage excision repair",0.666666666666668,1,0,0.0884343294903237,1,NA,"GO:0070914"
"816","enu",3,"Wnt signaling pathway",-0.297735226832576,7,8,0.661442322987326,1,NA,"GO:0016055"
"817","enu",3,"actin filament organization",-0.363859649907523,4.33333333333333,7.66666666666667,0.0707604715662731,1,NA,"GO:0007015"
"818","enu",3,"alcohol biosynthetic process",-0.217358898859898,1.33333333333333,1.66666666666667,0.979772888406251,1,NA,"GO:0046165"
"819","enu",3,"amino sugar biosynthetic process",0.333333333333333,0,0,1,1,NA,"GO:0046349"
"820","enu",3,"aminoglycan biosynthetic process",0.302296865202841,0.666666666666667,1,0.939427866330271,1,NA,"GO:0006023"
"821","enu",3,"apoptotic mitochondrial changes",0.625914749983001,1.33333333333333,1,0.991530836927739,1,NA,"GO:0008637"
"822","enu",3,"appendage development",0.529802801917449,3.33333333333333,3,0.997835352208637,1,NA,"GO:0048736"
"823","enu",3,"aromatic compound catabolic process",-0.256406597723611,5,5.66666666666667,0.460258028665717,1,NA,"GO:0019439"
"824","enu",3,"autophagosome maturation",-0.526178743853908,0,0.666666666666667,0.837437387321452,1,NA,"GO:0097352"
"825","enu",3,"autophagy of mitochondrion",0.194987500240385,1.33333333333333,1,0.992023949617512,1,NA,"GO:0000422"
"826","enu",3,"axon extension",0.407464140445483,1.33333333333333,2,0.886955402678284,1,NA,"GO:0048675"
"827","enu",3,"basement membrane organization",0.584962500721157,0.666666666666667,1,0.953488832515504,1,NA,"GO:0071711"
"828","enu",3,"biological process involved in interaction with host",-0.045834507916645,2.66666666666667,2.66666666666667,0.959561612131649,1,NA,"GO:0051701"
"829","enu",3,"body morphogenesis",0.251629167387823,1,1,0.882924872637342,1,NA,"GO:0010171"
"830","enu",3,"bone development",0.131976225443713,5,4.33333333333333,0.496940380005276,1,NA,"GO:0060348"
"831","enu",3,"branched-chain amino acid metabolic process",1,0.333333333333333,0,0.795173951925378,1,NA,"GO:0009081"
"832","enu",3,"carbohydrate derivative catabolic process",-0.477653135758703,2,2,0.434734366204247,1,NA,"GO:1901136"
"833","enu",3,"carbohydrate derivative transport",0.194987500240387,0.666666666666667,1,0.700945184646581,1,NA,"GO:1901264"
"834","enu",3,"cell cycle G1/S phase transition",0.26884009019293,4,3.66666666666667,0.848366789239922,1,NA,"GO:0044843"
"835","enu",3,"cell cycle G2/M phase transition",0.532311714129077,2.33333333333333,2,0.996480046298622,1,NA,"GO:0044839"
"836","enu",3,"cell cycle checkpoint signaling",0.333333333333333,2,2,1,1,NA,"GO:0000075"
"837","enu",3,"cell growth",0.0290355742787775,6.66666666666667,8,0.627487418233576,1,NA,"GO:0016049"
"838","enu",3,"cell migration involved in heart development",0,0,0,1,1,NA,"GO:0060973"
"839","enu",3,"cell redox homeostasis",-0.138345833092948,0.333333333333333,0.333333333333333,0.747522059177345,1,NA,"GO:0045454"
"840","enu",3,"cell-cell signaling by wnt",-0.297735226832576,7,8,0.661532055430593,1,NA,"GO:0198738"
"841","enu",3,"cell-substrate adhesion",0.0437481777594176,7.33333333333333,7,0.58399339445193,1,NA,"GO:0031589"
"842","enu",3,"cell-substrate junction assembly",-0.128430051961597,2.33333333333333,2.66666666666667,0.778005165947617,1,NA,"GO:0007044"
"843","enu",3,"cell-substrate junction organization",-0.171524390943253,2.66666666666667,2.66666666666667,0.960094348234658,1,NA,"GO:0150115"
"844","enu",3,"cellular carbohydrate metabolic process",-0.503801964583691,2,3.66666666666667,0.380866551405903,1,NA,"GO:0044262"
"845","enu",3,"cellular component disassembly",-0.369373238989613,5.33333333333333,7.66666666666667,0.31919359482574,1,NA,"GO:0022411"
"846","enu",3,"cellular lipid catabolic process",-0.984970703490489,0.333333333333333,2.33333333333333,0.0884226963482798,1,NA,"GO:0044242"
"847","enu",3,"cellular metabolic compound salvage",-0.333333333333333,0,0,1,1,NA,"GO:0043094"
"848","enu",3,"cellular nitrogen compound catabolic process",-0.295272516828228,5,5.66666666666667,0.469361915343226,1,NA,"GO:0044270"
"849","enu",3,"cellular pigment accumulation",0,0.333333333333333,0,0.757247013679395,1,NA,"GO:0043482"
"850","enu",3,"cellular pigmentation",0.194987500240385,0.333333333333333,1,0.796298907940743,1,NA,"GO:0033059"
"851","enu",3,"cellular respiration",-0.536985903084702,1,2.33333333333333,0.380591332874352,1,NA,"GO:0045333"
"852","enu",3,"cellular response to UV",0.675259480397035,2.33333333333333,1,0.110926139702413,1,NA,"GO:0034644"
"853","enu",3,"cellular response to acid chemical",0.212476640205097,0.666666666666667,1.66666666666667,0.544125467984798,1,NA,"GO:0071229"
"854","enu",3,"cellular response to arsenic-containing substance",0.138345833092948,0.333333333333333,0,0.855300234811821,1,NA,"GO:0071243"
"855","enu",3,"cellular response to chemical stress",0.0615201159369032,3.66666666666667,4.66666666666667,0.495530927541615,1,NA,"GO:0062197"
"856","enu",3,"cellular response to dsRNA",0.138345833092948,0.333333333333333,0,0.879778938454507,1,NA,"GO:0071359"
"857","enu",3,"cellular response to external stimulus",-0.138826491150917,3.66666666666667,5,0.701415676090099,1,NA,"GO:0071496"
"858","enu",3,"cellular response to extracellular stimulus",0.103760283562618,3.33333333333333,3.66666666666667,0.825071996678052,1,NA,"GO:0031668"
