Name,Description,C9a,C9b,C9c,E9a,E9b,E9c
AL109935.2,na,0.00,0.00,0.00,0.00,0.00,0.00
SLC25A6P4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008507.1,na,0.18,0.16,0.00,0.00,0.00,0.17
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.10,0.08,0.00,0.00,0.23,0.19
LINC01841,na,0.00,0.00,0.00,0.00,0.00,0.49
MRPS5P4,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF793-AS1,na,1.37,0.78,0.32,1.02,0.74,0.00
AC091132.4,na,0.00,0.00,0.00,0.00,0.05,0.00
AC104984.5,na,0.00,0.00,0.00,0.00,0.00,0.00
ACTBP9,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006213.1,na,0.50,0.32,0.22,0.49,0.64,0.23
AC008543.3,na,0.00,0.00,0.00,0.00,0.00,0.33
AC063949.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021594.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015818.8,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.29,0.35,0.41,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020905.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067852.1,na,0.00,0.00,0.00,0.00,0.35,0.26
,na,1.19,0.00,0.80,0.49,0.94,0.64
AC092651.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.2,na,0.00,0.00,0.14,0.00,0.00,0.11
AC005775.1,na,0.00,0.46,0.77,0.37,0.24,0.54
AC005746.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.33,0.00,0.00,0.00
AC011442.1,na,0.00,0.00,0.81,0.00,0.00,0.00
,na,1.62,1.64,2.04,2.33,1.43,2.52
AC119403.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,1.84,0.00,0.29,1.58,0.00,0.00
AC024592.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.17
RPSAP66,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005262.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MRPL37P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022916.1,na,0.07,0.06,0.55,0.36,0.16,0.40
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008752.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093072.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01538,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092073.1,na,3.07,0.31,0.00,1.14,2.64,2.71
AP001010.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001269.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012254.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005779.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005786.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005482.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067852.2,na,8.53,8.59,10.19,8.89,8.23,8.98
AC005625.1,na,0.00,0.00,0.00,0.00,0.00,0.00
FXYD1,na,10.82,7.01,0.00,4.75,8.24,0.33
AC090220.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AARSD1,na,19.58,26.29,42.80,26.50,25.19,42.12
AC023421.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP002449.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC061992.1,na,0.17,0.14,0.00,0.50,0.39,0.33
OR4F8P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092296.1,na,0.00,0.00,0.00,0.00,0.00,0.00
FARSA-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC079466.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006504.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011511.2,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01180,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087289.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022916.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011444.1,na,0.00,0.00,0.00,0.00,0.00,0.00
POLR3GP2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010485.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104984.6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021517.1,na,0.00,0.00,0.00,0.00,0.00,0.00
FTLP5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004528.1,na,0.00,0.00,0.00,0.00,0.00,0.00
DHX40P1,na,0.22,0.00,0.17,0.09,0.17,0.21
AL050343.1,na,0.08,0.26,0.20,4.10,0.29,0.54
AC020663.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001542.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090227.1,na,0.00,0.00,0.16,0.00,0.00,0.00
AC111182.1,na,0.00,0.04,0.03,0.04,0.00,0.14
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016229.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006538.2,na,5.65,1.41,7.76,0.00,8.90,0.00
AC060780.1,na,0.27,0.08,0.86,0.22,0.32,0.52
,na,0.00,0.02,0.03,0.00,0.00,0.03
AC018761.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC002984.1,na,0.00,0.00,0.00,0.00,0.61,0.00
AC008507.2,na,0.00,0.08,0.22,0.00,0.11,0.00
AC012615.2,na,0.00,0.74,3.05,0.00,0.00,0.75
AC007780.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.32,0.37,0.49,0.59,0.59,1.01
AC011498.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011456.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01929,na,0.06,0.39,0.00,0.14,0.37,0.00
LINC01532,na,0.00,0.00,0.00,0.00,0.00,0.00
AC023090.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC111170.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.10,0.17,0.47,0.49,0.23,0.28
NTF6A,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,279.25,267.02,254.40,339.93,266.40,285.94
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067968.1,na,1.04,0.55,2.23,1.11,0.63,1.48
LRRC37A16P,na,2.63,1.94,4.96,2.81,2.33,4.49
AC008747.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.33
AL136084.2,na,0.00,0.00,0.69,0.00,0.00,0.81
AC011524.1,na,0.00,0.00,0.00,0.00,0.00,0.00
TCF4-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011498.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001357.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020911.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010980.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005559.1,na,0.00,0.00,0.19,0.00,0.00,0.00
,na,0.00,0.00,0.28,0.31,0.00,0.00
AC105094.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016493.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC027097.1,na,1.92,1.66,2.26,1.16,0.40,3.00
ZNF850,na,0.15,0.12,1.04,0.20,0.21,0.34
AC100793.2,na,0.00,0.00,0.00,0.00,0.00,0.33
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005757.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
E2F3P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC040977.2,na,0.00,0.00,0.19,0.00,0.00,0.00
AC092143.3,na,0.00,2.69,0.57,1.26,2.63,1.37
AC002398.1,na,0.00,0.00,0.00,0.00,0.00,0.11
AP005229.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005050.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012617.1,na,0.00,0.03,0.00,0.00,0.00,0.00
AC008738.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007001.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005336.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01905,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006213.2,na,6.25,1.70,3.12,2.47,2.81,6.90
AC005943.1,na,52.98,53.12,50.25,58.00,53.43,55.24
PTGES3L,na,0.43,1.07,1.86,0.16,0.52,1.65
AC090213.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018761.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006130.1,na,0.00,0.00,0.00,0.00,0.00,0.00
UXT-AS1,na,0.00,0.25,0.33,0.00,0.00,0.35
LINC02080,na,0.00,0.00,0.00,0.00,0.00,0.00
AC107990.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005264.1,na,0.55,0.94,0.62,0.91,0.65,0.33
AC026458.2,na,0.00,0.00,0.00,0.00,0.00,0.00
NAGPA-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005256.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015818.9,na,0.00,0.00,0.00,0.00,0.00,0.00
CCDC58P3,na,0.00,0.00,0.00,0.00,0.69,0.00
AC020663.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015802.1,na,0.00,0.00,0.00,0.13,0.08,0.04
AP001269.2,na,0.00,0.00,0.00,0.00,0.00,0.00
ASB16-AS1,na,3.33,2.80,3.57,2.31,3.51,3.35
AC011507.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011472.1,na,0.00,0.00,0.00,0.00,0.34,0.00
KRT18P61,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015802.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AL512605.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087683.1,na,0.00,0.00,0.51,0.00,0.00,0.00
AC008543.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005789.1,na,0.00,0.00,0.00,0.00,0.00,0.00
CTBP2P7,na,0.09,0.00,0.00,0.00,0.00,0.00
AC027307.1,na,0.00,0.00,0.00,0.78,0.60,0.00
,na,0.00,0.00,0.00,0.00,0.25,0.19
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC025048.1,na,0.32,0.00,0.34,0.00,0.00,0.81
AC008735.1,na,0.16,0.00,0.36,0.20,0.00,0.73
SLC14A2-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC113137.1,na,0.00,0.00,0.00,0.00,0.00,0.00
NTF6G,na,0.00,0.00,0.00,0.00,0.00,0.00
ILF3-AS1,na,1.07,1.80,4.43,1.31,2.31,4.54
AC090376.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060766.1,na,3.15,2.07,7.64,4.75,3.99,6.98
TBC1D3P1-DHX40P1,na,0.00,0.06,0.00,0.00,0.07,0.00
AC011511.3,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF561-AS1,na,5.64,5.50,7.56,5.16,3.38,11.03
PCAT19,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001029.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011990.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010327.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC098848.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AF038458.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011481.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022148.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005264.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010525.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RPL10P15,na,0.00,0.00,0.00,2.56,0.00,0.00
AD000671.2,na,0.00,0.00,0.00,0.13,0.00,0.45
AC008105.3,na,0.87,1.02,4.34,1.24,0.10,2.68
AC004490.1,na,0.03,0.00,0.04,0.04,0.00,0.07
LINC02081,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016588.1,na,4.96,4.36,1.21,5.15,7.14,0.00
AC012615.3,na,15.47,23.17,14.76,11.26,11.99,12.48
AC090360.1,na,0.00,0.49,0.38,0.10,0.47,0.29
RNF157-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
OR1AC1P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008738.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005746.2,na,0.00,0.00,0.00,0.00,0.00,0.00
HMGB3P27,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011518.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01924,na,0.00,0.00,0.00,0.00,0.00,0.00
AD000091.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005131.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005901.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005954.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005262.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007998.2,na,0.51,0.00,0.00,0.00,0.00,0.42
AC012615.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092296.2,na,0.00,0.20,0.00,0.14,0.00,0.00
AP001120.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067968.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012301.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01842,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005777.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011476.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006557.1,na,0.00,0.00,0.12,0.00,0.00,0.00
MIR2117HG,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093227.1,na,0.38,0.06,0.54,0.56,0.80,0.66
CTBP2P3,na,0.00,0.00,0.00,0.00,0.00,0.00
OR1M4P,na,0.00,0.00,0.00,0.00,0.00,0.00
TPMTP1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011499.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005379.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091152.2,na,0.11,0.16,0.04,0.22,0.25,0.16
,na,1.08,0.52,0.93,1.14,0.84,0.80
SDHDP1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.18,0.22,0.21,0.23,0.22,1.05
,na,0.00,0.00,0.00,0.00,0.00,0.00
CHMP1B-AS1,na,4.41,7.82,9.56,4.78,0.73,20.16
AC007993.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.18,0.00,0.00,0.00,0.00
AC005837.2,na,0.00,0.00,0.00,0.00,0.00,0.56
AC022098.1,na,5.57,2.89,3.47,2.59,4.44,2.52
CALM2P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022031.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC245748.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011472.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105094.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.67,0.29,0.00,0.30,0.24
AP002505.1,na,0.00,0.00,0.00,0.00,0.00,0.00
PHF5CP,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008770.2,na,0.00,0.23,0.00,0.00,0.00,0.24
AC007136.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SNRPCP20,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.39,0.00
AC002545.1,na,0.00,0.00,0.00,0.00,0.00,0.00
PTP4A2P1,na,0.00,0.00,0.43,0.00,0.51,0.00
AC026898.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC245748.2,na,0.00,0.00,0.00,0.00,0.00,0.00
ATP5MGP7,na,0.00,0.00,0.00,0.00,0.00,0.00
TYMSP2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006213.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC023421.2,na,0.00,0.00,0.33,0.00,0.00,0.53
,na,0.04,0.13,0.27,0.14,0.09,0.32
MIR212,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091044.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011461.1,na,0.00,0.00,0.87,0.00,0.00,0.00
AC091132.5,na,0.00,0.00,0.71,0.77,0.00,0.26
AP001029.2,na,0.25,0.10,1.03,0.06,0.05,1.14
MIR132,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01775,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090386.1,na,0.00,0.00,0.00,0.00,0.00,0.00
SNRPGP4,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01782,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005954.2,na,0.00,0.00,0.00,0.00,0.00,0.26
LCN6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005884.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01897,na,0.00,0.00,0.00,0.00,0.00,0.00
AC003043.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018761.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007773.1,na,0.97,0.55,0.00,0.46,0.00,0.46
AC092068.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC040963.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020915.1,na,0.98,0.56,0.80,0.40,1.16,1.22
AC005336.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010504.1,na,0.55,0.47,0.59,0.34,0.33,0.24
AC011447.2,na,0.00,0.00,0.00,0.00,0.00,0.00
C17orf113,na,0.00,0.00,0.00,0.00,0.00,0.16
AC107993.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005597.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005498.1,na,0.00,0.00,0.00,0.00,0.00,0.00
WDR7-OT1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104971.1,na,0.22,0.92,0.25,0.61,0.00,0.38
AC005324.6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012254.2,na,4.55,2.57,0.42,1.92,3.40,2.92
,na,0.00,0.00,0.00,0.00,0.00,0.12
AC005786.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012615.5,na,0.00,0.00,0.40,0.00,0.00,0.00
HNRNPA3P16,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092067.1,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF861P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093074.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001198.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011524.2,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP4F10P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.17,0.30,0.00,0.43,0.20,0.16
AC005381.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012615.6,na,0.28,0.10,0.71,0.34,0.17,0.87
AC008805.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091132.6,na,0.00,0.13,0.00,0.00,0.00,0.00
AP005264.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC025048.2,na,1.45,1.32,1.81,1.23,1.30,1.49
AP005482.3,na,0.00,0.49,0.00,0.23,0.89,0.34
AC011591.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC139100.1,na,0.00,0.00,0.00,0.06,0.00,0.00
LINC01255,na,0.00,0.00,0.00,0.00,0.00,0.00
AC055813.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020928.1,na,0.61,0.50,2.99,1.52,0.80,2.14
AC011498.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105105.1,na,6.46,6.73,12.34,6.45,5.66,15.55
PPIAP58,na,0.00,0.00,0.00,0.00,0.00,0.00
ERVE-1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020928.2,na,0.00,0.00,0.00,0.06,0.06,0.05
AC099811.2,na,0.90,0.89,0.00,1.32,1.73,0.00
AC011444.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC111170.2,na,0.00,0.00,0.19,0.21,0.00,0.00
AC006504.3,na,0.00,0.00,0.00,0.00,0.00,0.58
AC011476.3,na,0.31,0.00,0.33,0.00,0.00,1.38
,na,0.00,0.08,0.04,0.04,0.00,0.03
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010776.1,na,0.00,0.00,0.00,0.00,0.00,0.00
PARD6G-AS1,na,0.21,0.72,1.49,0.00,0.12,0.90
AC060766.2,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01140,na,0.04,0.07,0.15,0.05,0.00,0.04
AC008567.2,na,0.00,0.19,0.00,0.00,0.00,0.00
AC008770.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020911.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024575.1,na,0.00,0.00,0.00,0.00,0.24,0.36
MAP3K14-AS1,na,0.85,2.90,6.53,1.92,2.62,4.88
AC090409.1,na,5.86,3.07,7.15,3.31,3.70,8.33
TBX2-AS1,na,12.84,9.22,6.49,3.64,13.44,8.81
AC023509.3,na,1.55,0.90,0.12,0.00,0.16,0.00
AC011481.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005306.1,na,0.69,0.40,0.00,0.56,0.26,0.84
AC022031.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004672.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001198.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068473.3,na,0.05,0.09,0.07,0.03,0.03,0.05
AC138150.2,na,0.17,0.08,0.22,0.10,0.26,0.68
AC008752.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008649.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001542.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012569.1,na,0.07,0.11,0.08,0.24,0.00,0.13
AC025048.3,na,0.00,0.00,0.00,0.00,0.00,0.00
CEBPA-AS1,na,0.00,0.00,0.10,0.00,0.00,0.00
AC006116.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011444.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RPL23AP77,na,0.00,0.00,0.00,0.00,0.00,0.00
RNFT1-DT,na,0.00,0.05,0.15,0.00,0.00,0.06
AC011511.4,na,11.20,10.11,6.86,8.38,11.22,4.51
AC004637.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AL592148.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01764,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092295.2,na,0.80,0.61,1.15,0.36,0.35,0.52
OR4G1P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007673.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021504.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104532.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060766.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090409.2,na,0.84,0.73,0.00,0.00,0.00,0.00
AC027307.2,na,13.98,15.37,10.66,18.13,18.89,5.71
AC005702.1,na,0.00,0.00,0.00,0.00,0.00,0.00
SELENOKP1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005580.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC02001,na,0.89,0.96,1.83,1.20,1.14,2.01
SNHG22,na,0.00,0.00,0.00,0.00,0.00,0.00
SLC25A1P5,na,1.51,0.00,0.21,0.98,2.02,0.78
AC006557.2,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01415,na,0.82,1.14,0.28,0.29,0.97,0.11
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC009271.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC002398.2,na,0.92,0.53,0.00,1.86,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,3.51
,na,0.00,0.00,0.00,0.00,0.00,0.00
BOLA3P2,na,0.00,0.00,0.00,0.00,0.00,0.00
ASNSP6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015936.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008687.1,na,0.00,0.00,0.00,0.00,0.00,0.00
EIF4A2P1,na,0.00,0.00,0.00,0.00,0.12,0.00
LINC01478,na,0.00,0.00,0.00,0.00,0.00,0.00
AP000365.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC00906,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060780.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100843.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087289.2,na,0.00,0.06,0.09,0.00,0.00,0.21
ZNF833P,na,0.00,0.00,0.00,0.00,0.00,0.07
AC003070.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010632.1,na,0.00,0.25,0.00,0.35,0.00,0.00
EIF5AP3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
GEMIN7-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.5,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,4.08,4.56,5.31,5.73,4.95,4.49
SH3GL1P3,na,0.26,0.22,1.03,0.47,0.45,1.42
AC020928.3,na,0.00,0.00,0.00,0.05,0.00,0.00
AC091151.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RPL9P29,na,0.54,0.23,0.29,0.33,0.00,0.00
AC006557.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012309.1,na,0.79,0.98,0.32,0.44,0.55,0.19
SEC24AP1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092296.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022706.1,na,0.00,0.00,0.00,0.00,0.00,0.00
KCNJ2-AS1,na,0.38,0.42,1.02,0.37,0.22,1.15
AP005131.2,na,0.00,0.00,0.00,0.00,0.00,0.00
UPK3BL1,na,12.38,13.25,13.73,12.89,10.40,10.13
AC015911.7,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008752.3,na,0.19,0.33,0.43,0.24,0.23,0.52
AP001017.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005330.1,na,0.00,0.00,0.10,0.10,0.00,0.08
AC008894.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016205.1,na,0.28,0.42,0.07,0.25,0.60,0.28
AC008649.2,na,0.00,0.00,0.00,0.00,0.00,0.00
ATP5MGP6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020897.1,na,0.00,0.00,0.00,0.00,0.00,0.00
