Name,Description,C1a,C1b,C1c,C9a,C9b,C9c
,na,0.00,0.00,0.00,0.00,0.00,0.00
CIAPIN1P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005899.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4744,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4729,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4769,na,0.00,0.00,0.00,0.00,0.00,0.00
AC145207.6,na,0.00,0.00,0.00,0.16,0.00,0.00
AC011840.3,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3927,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01543,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007948.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015917.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4528,na,0.00,0.00,0.00,0.00,0.00,0.00
AP003396.5,na,78.30,63.61,120.24,62.53,48.55,269.36
LINC00672,na,1.08,0.83,2.35,2.29,2.14,2.54
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
DLGAP1-AS4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4436B2,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL774P,na,0.00,0.00,0.00,0.00,0.00,0.00
EEF1DP7,na,0.00,0.00,0.00,0.00,0.00,0.00
AP000845.1,na,0.00,0.00,0.00,0.00,0.11,0.00
MIR3920,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC053481.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4303,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4667,na,0.00,0.00,0.00,0.00,0.00,0.00
AC080037.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3925,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100778.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4669,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,2.08,2.51,1.47,3.00,1.99,2.77
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015563.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL555P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3116-1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5000,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MTND2P13,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100778.2,na,0.00,0.00,0.38,0.00,0.00,0.00
AC011825.3,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3670-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC019131.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022960.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4462,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,1.07,0.78,1.01,0.40
MIR4448,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SNORD3A,na,0.00,0.21,0.00,0.00,0.00,113.41
TOMM20P3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100832.2,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL275P,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL32P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL435P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548Y,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015818.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005120.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL850P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091138.1,na,0.00,0.00,0.00,0.00,0.84,0.47
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4461,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4509-3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4290,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL381P,na,0.00,0.00,0.00,0.00,2.63,0.00
RN7SL678P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001094.1,na,0.00,0.00,0.00,39.69,0.00,0.00
MIR1587,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4760,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL121P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.29,0.00,0.00,0.00
YWHAEP3,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4499,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4672,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5705,na,0.00,0.00,0.00,0.00,0.00,0.00
AC009716.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087393.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5698,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL147P,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL615P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004253.1,na,0.00,0.00,0.00,0.00,0.00,0.41
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL786P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL42P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005059.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL52P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4717,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4314,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104564.2,na,0.00,0.25,0.21,0.00,0.20,0.26
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4429,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091588.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3938,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4253,na,0.00,0.00,0.00,0.00,0.00,0.00
AC124254.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015908.3,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL336P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018521.2,na,0.00,2.25,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068418.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4507,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC02003,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL744P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC061975.3,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL66P,na,0.00,0.00,0.00,0.00,0.00,0.00
ABHD15-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4491,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL198P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4472-2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022662.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL670P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.28,0.13,0.39,0.21,0.14,0.46
AC005726.2,na,0.00,0.10,0.10,0.00,0.00,0.24
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL455P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4737,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005412.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RPL31P9,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5685,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103810.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC073508.2,na,0.38,0.17,0.21,0.23,0.44,0.51
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4316,na,0.00,0.00,0.00,0.00,0.00,0.00
FGF7P1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3687-2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024267.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005291.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3943,na,0.00,0.00,0.00,0.00,0.00,0.00
DND1P1,na,0.12,0.11,0.19,0.00,0.00,0.50
RN7SL531P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001180.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3199-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4783,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC114488.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005057.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005899.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5688,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3681,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4666B,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL474P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007448.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.22,0.10,0.05,0.05,0.08,0.60
MIR4803,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4689,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4688,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC114689.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3688-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138207.2,na,0.00,0.46,0.00,0.81,0.35,0.00
AC090457.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4300,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015813.1,na,0.98,1.32,0.84,0.69,0.73,3.66
RN7SL784P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3180-4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC116003.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4795,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104984.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SCML2P1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL713P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007631.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3689D2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024267.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3667,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3928,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138207.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103987.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005136.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090403.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3127,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4670,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4762,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3689B,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090616.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC122129.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MTND1P15,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL665P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4305,na,0.00,0.00,0.00,0.00,0.00,0.00
PDLIM1P3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005552.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3189,na,0.00,0.00,0.00,0.00,0.00,0.00
MAGOH2P,na,0.00,1.40,0.00,1.11,0.48,0.00
AL353997.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP000894.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SNRPCP4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC055811.2,na,1.44,1.56,0.92,1.15,0.94,1.83
AC106037.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005262.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL117P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC027229.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011120.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4693,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4701,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC239868.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4716,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4492,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103808.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC126365.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3168,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RNU4ATAC,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01916,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4456,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005329.1,na,0.00,0.20,0.69,0.00,0.32,0.21
AC096708.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
CPDP1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011840.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018521.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC233702.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005208.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC00909,na,3.64,2.35,0.99,1.69,3.38,6.80
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3912,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL835P,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL819P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001496.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
KIR3DP1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01893,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC131274.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103949.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01925,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4322,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4767,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016866.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087749.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL488P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100786.2,na,0.81,0.00,0.20,0.00,0.00,0.00
AC107982.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4799,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL753P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF236-DT,na,0.09,0.08,0.37,0.08,0.14,0.29
MIR4786,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016596.2,na,1.78,0.00,3.33,0.74,0.00,0.64
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103987.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104564.3,na,0.00,0.00,0.00,0.46,0.00,0.91
MIR2467,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL657P,na,0.00,0.00,0.00,0.00,0.00,0.00
SNORD55,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3922,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090666.1,na,0.00,0.00,0.00,0.00,0.45,0.00
MIR4433B,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,1.30,0.08,0.55,0.00,0.00,0.00
AC090616.3,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01444,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024267.3,na,0.34,0.00,0.00,0.30,0.00,0.32
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4694,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
CCDC58P1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL644P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548AT,na,0.00,0.00,0.00,0.00,0.00,0.00
HNRNPA1P11,na,0.00,0.00,0.00,0.00,0.00,0.00
MTCO3P13,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL154P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4801,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL448P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006030.1,na,0.04,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5186,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC134978.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001020.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC009704.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4417,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3660,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01894,na,0.00,0.00,0.00,0.00,0.00,0.00
SNORA77B,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4258,na,0.00,0.00,0.00,0.00,0.00,0.00
SNRPGP2,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL602P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3134,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4648,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3122,na,0.00,0.00,0.00,0.00,0.00,0.00
NEK4P2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
DYNLL2,na,1.66,1.43,2.21,1.73,1.43,2.85
AC023983.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3125,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4425,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005899.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4671,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RF00157,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL431P,na,0.00,0.00,2.32,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4513,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5007,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090312.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4465,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL208P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3193,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3180-5,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4736,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL491P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548AL,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3913-1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548AP,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4470,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548AC,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007448.2,na,0.00,0.00,0.00,0.00,0.00,0.00
