"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"ubiquinone metabolic process","ubiquinone metabolic process","C1_05_24",0,0,0,1,1,1.81691834062518e-52
"inositol phosphate catabolic process","inositol phosphate catabolic process","C1_05_24",0,0,0,1,1,6.15583032771312e-53
"telomerase RNA localization to Cajal body","telomerase RNA localization to Cajal body","C1_05_24",0,0,0,1,1,6.15583032771312e-53
"endoplasmic reticulum calcium ion homeostasis","endoplasmic reticulum calcium ion homeostasis","C1_05_24",0,0,0,1,1,1.17428970523497e-51
"centrosome localization","centrosome localization","C1_05_24",0,0,0,1,1,9.07875775871095e-50
"microtubule organizing center localization","microtubule organizing center localization","C1_05_24",0,0,0,1,1,9.07875775871095e-50
"cellular carbohydrate metabolic process","cellular carbohydrate metabolic process","C1_05_24",0,1,-1,0.568,1,2.74169673349248e-35
"muscle cell differentiation","muscle cell differentiation","C1_05_24",0,2,-1.58496250072116,0.007,0.6685,3.74365798390269e-25
"regulation of dephosphorylation","regulation of dephosphorylation","C1_05_24",1,0,1,0.359,1,1.12460453285861e-40
"glycosaminoglycan biosynthetic process","glycosaminoglycan biosynthetic process","C1_05_24",0,0,0,1,1,2.20047176099999e-43
"osteoblast differentiation","osteoblast differentiation","C1_05_24",3,1,1,0.517,1,1.58554529835686e-32
"regulation of gene silencing by RNA","regulation of gene silencing by RNA","C1_05_24",0,0,0,1,1,3.44110413742257e-47
"lamellipodium morphogenesis","lamellipodium morphogenesis","C1_05_24",0,0,0,1,1,6.78104540911168e-50
"positive regulation of neuron migration","positive regulation of neuron migration","C1_05_24",0,0,0,1,1,2.41825116865434e-51
"GPI anchor biosynthetic process","GPI anchor biosynthetic process","C1_05_24",0,0,0,1,1,4.78787670522116e-52
"pigmentation","pigmentation","C1_05_24",2,0,1.58496250072116,0.106,1,7.1340997170337e-42
"establishment or maintenance of epithelial cell apical/basal polarity","establishment or maintenance of epithelial cell apical/basal polarity","C1_05_24",0,0,0,1,1,4.95755697150912e-47
"neuron projection organization","neuron projection organization","C1_05_24",0,0,0,1,1,1.28312206751291e-42
"cerebellum development","cerebellum development","C1_05_24",0,0,0,1,1,5.08393967632046e-44
"appendage development","appendage development","C1_05_24",0,1,-1,0.576,1,1.47228080898073e-34
"limb development","limb development","C1_05_24",0,1,-1,0.576,1,1.47228080898073e-34
"hematopoietic progenitor cell differentiation","hematopoietic progenitor cell differentiation","C1_05_24",0,0,0,1,1,6.11580400090628e-41
"positive regulation of epithelial cell migration","positive regulation of epithelial cell migration","C1_05_24",2,1,0.584962500721156,0.735,1,1.57041543884083e-34
"regulation of neuron apoptotic process","regulation of neuron apoptotic process","C1_05_24",1,1,0,1,1,5.16457051355416e-35
"regulation of endocytosis","regulation of endocytosis","C1_05_24",2,1,0.584962500721156,0.738,1,9.82849283374171e-36
"face development","face development","C1_05_24",0,0,0,1,1,1.86453908838207e-47
"monosaccharide metabolic process","monosaccharide metabolic process","C1_05_24",0,0.5,-0.584962500721156,0.235,1,2.94946192821489e-36
"cellular metabolic compound salvage","cellular metabolic compound salvage","C1_05_24",0,0,0,1,1,1.1773789936814e-50
"nuclear migration","nuclear migration","C1_05_24",0,0,0,1,1,2.2908300096744e-50
"platelet dense granule organization","platelet dense granule organization","C1_05_24",0,0,0,1,1,2.04178736392559e-49
"cell communication by electrical coupling involved in cardiac conduction","cell communication by electrical coupling involved in cardiac conduction","C1_05_24",0,0,0,1,1,5.72973648022429e-50
"regulation of ncRNA transcription","regulation of ncRNA transcription","C1_05_24",0,0,0,1,1,1.72628085042827e-51
"fat cell differentiation","fat cell differentiation","C1_05_24",0,1,-1,0.584,1,1.50809553971605e-35
"sulfur amino acid biosynthetic process","sulfur amino acid biosynthetic process","C1_05_24",0,0,0,1,1,2.47939505423445e-52
"regulation of translational fidelity","regulation of translational fidelity","C1_05_24",0,0,0,1,1,2.37624641880242e-53
"ubiquinone biosynthetic process","ubiquinone biosynthetic process","C1_05_24",0,0,0,1,1,6.15583032771312e-53
"establishment of epithelial cell apical/basal polarity","establishment of epithelial cell apical/basal polarity","C1_05_24",0,0,0,1,1,9.22273405455461e-52
"quinone biosynthetic process","quinone biosynthetic process","C1_05_24",0,0,0,1,1,6.15583032771312e-53
"regulation of Golgi organization","regulation of Golgi organization","C1_05_24",0,0,0,1,1,3.9777656285811e-51
"mucopolysaccharide metabolic process","mucopolysaccharide metabolic process","C1_05_24",2,0,1.58496250072116,0.091,1,6.74296001417329e-42
"regulation of protein dephosphorylation","regulation of protein dephosphorylation","C1_05_24",0,0,0,1,1,5.44111852741848e-44
"regulation of cytokinesis","regulation of cytokinesis","C1_05_24",0,0,0,1,1,3.03020386246042e-47
"regulation of response to oxidative stress","regulation of response to oxidative stress","C1_05_24",0,0,0,1,1,3.53430809043021e-45
"microtubule depolymerization","microtubule depolymerization","C1_05_24",0,0,0,1,1,8.02663673009273e-48
"cerebral cortex development","cerebral cortex development","C1_05_24",0,0,0,1,1,2.66997834658677e-41
"ruffle organization","ruffle organization","C1_05_24",1,0,1,0.172,1,2.92571650009471e-47
"microvillus assembly","microvillus assembly","C1_05_24",0,0,0,1,1,3.76066163443531e-52
"suppression of viral release by host","suppression of viral release by host","C1_05_24",0,0,0,1,1,4.6773367267515e-51
"chaperone-mediated autophagy","chaperone-mediated autophagy","C1_05_24",0,0,0,1,1,3.0971864671317e-52
"anoikis","anoikis","C1_05_24",0,0,0,1,1,9.78641136830586e-49
"proton transmembrane transport","proton transmembrane transport","C1_05_24",0,0,0,1,1,5.56419922000188e-45
"establishment of mitotic spindle localization","establishment of mitotic spindle localization","C1_05_24",0,0,0,1,1,2.28879700573119e-50
"cellular response to acid chemical","cellular response to acid chemical","C1_05_24",0,0,0,1,1,9.05691424305974e-41
"response to leukemia inhibitory factor","response to leukemia inhibitory factor","C1_05_24",0,0,0,1,1,1.25837662003585e-42
"viral release from host cell","viral release from host cell","C1_05_24",0,0,0,1,1,4.77566396200303e-52
"exit from host cell","exit from host cell","C1_05_24",0,0,0,1,1,4.77566396200303e-52
"neurotransmitter secretion","neurotransmitter secretion","C1_05_24",2,0,1.58496250072116,0.082,1,9.48058740414127e-43
"signal release from synapse","signal release from synapse","C1_05_24",2,0,1.58496250072116,0.082,1,9.48058740414127e-43
"antigen processing and presentation of endogenous peptide antigen via MHC class I","antigen processing and presentation of endogenous peptide antigen via MHC class I","C1_05_24",0,0,0,1,1,2.9169754814975e-52
"cellular response to dsRNA","cellular response to dsRNA","C1_05_24",0,0,0,1,1,1.57343954997986e-51
"cellular response to heat","cellular response to heat","C1_05_24",0,0,0,1,1,1.6377192011803e-46
"body morphogenesis","body morphogenesis","C1_05_24",0,0,0,1,1,1.64475990000545e-47
"sulfur amino acid metabolic process","sulfur amino acid metabolic process","C1_05_24",0,0,0,1,1,5.0313991591858e-52
"response to fluid shear stress","response to fluid shear stress","C1_05_24",0,0,0,1,1,5.91340804997024e-48
"cellular response to leukemia inhibitory factor","cellular response to leukemia inhibitory factor","C1_05_24",0,0,0,1,1,5.24413154737397e-43
"regulation of type I interferon-mediated signaling pathway","regulation of type I interferon-mediated signaling pathway","C1_05_24",0,0,0,1,1,6.0615171089817e-49
"ribosomal subunit export from nucleus","ribosomal subunit export from nucleus","C1_05_24",0,0,0,1,1,1.7262809920974e-53
"ribosome localization","ribosome localization","C1_05_24",0,0,0,1,1,1.7262809920974e-53
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","C1_05_24",0,0,0,1,1,3.22171443397701e-52
"actin filament severing","actin filament severing","C1_05_24",0,0,0,1,1,3.47049485672162e-51
"seminiferous tubule development","seminiferous tubule development","C1_05_24",0,0,0,1,1,3.30713597407712e-53
"lamellipodium assembly","lamellipodium assembly","C1_05_24",0,0,0,1,1,3.7557923816621e-45
"positive regulation of protein autophosphorylation","positive regulation of protein autophosphorylation","C1_05_24",1,0,1,0.118,1,2.72202479877068e-49
"RIG-I signaling pathway","RIG-I signaling pathway","C1_05_24",0,0,0,1,1,1.46889099053436e-50
"cellular modified amino acid biosynthetic process","cellular modified amino acid biosynthetic process","C1_05_24",0,0,0,1,1,3.53590038522374e-52
"spindle localization","spindle localization","C1_05_24",0,0,0,1,1,4.51833140855349e-48
"trabecula morphogenesis","trabecula morphogenesis","C1_05_24",1,0,1,0.229,1,4.05464470808309e-45
"branched-chain amino acid catabolic process","branched-chain amino acid catabolic process","C1_05_24",0,0,0,1,1,1.48457236551579e-52
"diol biosynthetic process","diol biosynthetic process","C1_05_24",0,0,0,1,1,1.81691834062518e-52
"morphogenesis of a branching structure","morphogenesis of a branching structure","C1_05_24",3,1,1,0.57,1,1.8704926659226e-34
"ruffle assembly","ruffle assembly","C1_05_24",1,0,1,0.131,1,8.19835279045015e-49
"roof of mouth development","roof of mouth development","C1_05_24",0,0,0,1,1,1.21213313454486e-41
"Schwann cell differentiation","Schwann cell differentiation","C1_05_24",0,0,0,1,1,2.8756020422984e-48
"regulation of cellular response to oxidative stress","regulation of cellular response to oxidative stress","C1_05_24",0,0,0,1,1,1.39602969438877e-46
"regulation of oxidative stress-induced cell death","regulation of oxidative stress-induced cell death","C1_05_24",0,0,0,1,1,1.86814148038167e-47
"glycogen metabolic process","glycogen metabolic process","C1_05_24",0,0,0,1,1,7.81212194744805e-49
"organelle inheritance","organelle inheritance","C1_05_24",0,0,0,1,1,6.20082269688857e-53
"Golgi localization","Golgi localization","C1_05_24",0,0,0,1,1,6.15583032771312e-53
"mammary gland epithelial cell proliferation","mammary gland epithelial cell proliferation","C1_05_24",0,0,0,1,1,1.69386187365078e-48
"dicarboxylic acid metabolic process","dicarboxylic acid metabolic process","C1_05_24",0,0,0,1,1,1.48361379939461e-47
"regulation of defense response to virus","regulation of defense response to virus","C1_05_24",0,0,0,1,1,2.63368265753835e-44
"positive regulation of cartilage development","positive regulation of cartilage development","C1_05_24",0,0,0,1,1,1.81424618242239e-46
"neurotrophin signaling pathway","neurotrophin signaling pathway","C1_05_24",0,0,0,1,1,7.04540909440632e-49
"ceramide biosynthetic process","ceramide biosynthetic process","C1_05_24",0,0,0,1,1,1.73347454373147e-48
"plasma membrane tubulation","plasma membrane tubulation","C1_05_24",0,0,0,1,1,4.86024642544164e-52
"membrane protein proteolysis","membrane protein proteolysis","C1_05_24",1,0,1,0.164,1,1.46294258186883e-47
"regulation of ATP metabolic process","regulation of ATP metabolic process","C1_05_24",0,0,0,1,1,1.16593784267627e-46
"regulation of carbohydrate metabolic process","regulation of carbohydrate metabolic process","C1_05_24",0,0,0,1,1,7.40798653773377e-40
"positive regulation of kinase activity","positive regulation of kinase activity","C1_05_24",6,2,1.22239242133645,0.266,1,3.54487426525271e-26
"biological process involved in interaction with host","biological process involved in interaction with host","C1_05_24",1,0,1,0.426,1,5.88876567971089e-39
"cellular response to ketone","cellular response to ketone","C1_05_24",0,0,0,1,1,8.44139233115246e-43
"cell redox homeostasis","cell redox homeostasis","C1_05_24",0,0,0,1,1,2.64005105545139e-51
"melanosome localization","melanosome localization","C1_05_24",0,0,0,1,1,2.59423756106866e-51
"fibroblast apoptotic process","fibroblast apoptotic process","C1_05_24",0,0,0,1,1,1.09600195403873e-49
"antigen processing and presentation of peptide antigen via MHC class I","antigen processing and presentation of peptide antigen via MHC class I","C1_05_24",1,0,1,0.112,1,5.95981086289676e-51
"ubiquitin recycling","ubiquitin recycling","C1_05_24",0,0,0,1,1,5.08090315339497e-53
"adherens junction assembly","adherens junction assembly","C1_05_24",0,0,0,1,1,3.42409427949461e-52
"regulation of sulfur metabolic process","regulation of sulfur metabolic process","C1_05_24",0,0,0,1,1,1.7262809920974e-53
"UV-damage excision repair","UV-damage excision repair","C1_05_24",0,0,0,1,1,3.46135947893568e-53
"mitochondrion localization","mitochondrion localization","C1_05_24",0,0,0,1,1,1.62509644995177e-48
"execution phase of apoptosis","execution phase of apoptosis","C1_05_24",0,0,0,1,1,1.13564388582243e-46
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",0,0,0,1,1,1.09347557889445e-45
"pentose-phosphate shunt","pentose-phosphate shunt","C1_05_24",0,0,0,1,1,3.86182770181609e-52
"hepatocyte apoptotic process","hepatocyte apoptotic process","C1_05_24",0,0,0,1,1,1.31096134176483e-51
"lysosomal protein catabolic process","lysosomal protein catabolic process","C1_05_24",0,0,0,1,1,2.20144027218384e-51
"pyruvate metabolic process","pyruvate metabolic process","C1_05_24",0,0,0,1,1,2.47041533484596e-43
"substantia nigra development","substantia nigra development","C1_05_24",2,0,1.58496250072116,0.021,1,1.39924589317554e-49
"response to amino acid","response to amino acid","C1_05_24",0,0,0,1,1,5.47525708942523e-39
"movement in host","movement in host","C1_05_24",0,0,0,1,1,3.5140537292301e-40
"carbohydrate derivative catabolic process","carbohydrate derivative catabolic process","C1_05_24",2,0,1.58496250072116,0.105,1,2.79441407264553e-42
"small molecule catabolic process","small molecule catabolic process","C1_05_24",0,1,-1,0.548,1,2.74642036255748e-34
"ribonucleoprotein complex biogenesis1","ribonucleoprotein complex biogenesis","C2_05_24",1,0,1,0.499,1,5.79360610168558e-37
"ncRNA processing1","ncRNA processing","C2_05_24",5,0,2.58496250072116,0.007,0.2674,1.65455657964717e-36
"proteasome-mediated ubiquitin-dependent protein catabolic process1","proteasome-mediated ubiquitin-dependent protein catabolic process","C2_05_24",0,1,-1,0.531,1,2.30783961592184e-34
"rRNA metabolic process1","rRNA metabolic process","C2_05_24",0,0,0,1,1,4.56024512999087e-41
"macroautophagy1","macroautophagy","C2_05_24",0,0,0,1,1,1.11137227620346e-37
"regulation of response to DNA damage stimulus1","regulation of response to DNA damage stimulus","C2_05_24",1,0,1,0.465,1,2.1192929677189e-38
