"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Glycosphingolipid biosynthesis - globo and isoglobo series","Glycosphingolipid biosynthesis - globo and isoglobo series","C1_05_24",0,0,0,1,1,5.92917105473718e-54
"Galactose metabolism","Galactose metabolism","C1_05_24",0,0,0,1,1,9.04215131048586e-52
"Arginine biosynthesis","Arginine biosynthesis","C1_05_24",0,0,0,1,1,1.22964354642502e-53
"Toll-like receptor signaling pathway","Toll-like receptor signaling pathway","C1_05_24",0,0,0,1,1,2.2240187337898e-46
"Thiamine metabolism","Thiamine metabolism","C1_05_24",0,0,0,1,1,4.94866919836898e-53
"Circadian entrainment","Circadian entrainment","C1_05_24",0,0,0,1,1,2.84469385215797e-43
"Morphine addiction","Morphine addiction","C1_05_24",0,0,0,1,1,6.37771359704698e-45
"Ether lipid metabolism","Ether lipid metabolism","C1_05_24",0,0,0,1,1,2.36090612164907e-51
"Ribosome biogenesis in eukaryotes","Ribosome biogenesis in eukaryotes","C1_05_24",0,0,0,1,1,1.64940009314937e-47
"Synaptic vesicle cycle","Synaptic vesicle cycle","C1_05_24",2,0,1.58496250072116,0.039,1,9.6673217210647e-47
"Tryptophan metabolism","Tryptophan metabolism","C1_05_24",0,0,0,1,1,1.03643463629094e-51
"Proximal tubule bicarbonate reclamation","Proximal tubule bicarbonate reclamation","C1_05_24",0,0,0,1,1,2.07401574691458e-53
"Chemical carcinogenesis - receptor activation","Chemical carcinogenesis - receptor activation","C1_05_24",2,0,1.58496250072116,0.195,1,3.75771055628337e-39
"Leishmaniasis","Leishmaniasis","C1_05_24",0,0,0,1,1,1.40621740103544e-51
"Glycosphingolipid biosynthesis - lacto and neolacto series","Glycosphingolipid biosynthesis - lacto and neolacto series","C1_05_24",0,0,0,1,1,5.29420179691731e-53
"Amphetamine addiction","Amphetamine addiction","C1_05_24",0,0,0,1,1,6.03419521043169e-47
"Thyroid hormone synthesis","Thyroid hormone synthesis","C1_05_24",0,0,0,1,1,1.37084288164e-45
"Butanoate metabolism","Butanoate metabolism","C1_05_24",0,0,0,1,1,3.82655403517291e-53
"ABC transporters","ABC transporters","C1_05_24",2,0,1.58496250072116,0.021,1,2.78367681664616e-49
"Antigen processing and presentation","Antigen processing and presentation","C1_05_24",0,0,0,1,1,1.37220550509993e-52
"Ovarian steroidogenesis","Ovarian steroidogenesis","C1_05_24",0,0,0,1,1,1.14492426645941e-47
"Rheumatoid arthritis","Rheumatoid arthritis","C1_05_24",1,0,1,0.201,1,1.76684572183856e-49
"IL-17 signaling pathway","IL-17 signaling pathway","C1_05_24",0,0,0,1,1,1.50623885083394e-44
"Renin-angiotensin system","Renin-angiotensin system","C1_05_24",0,0,0,1,1,2.98478307056669e-53
"Nitrogen metabolism","Nitrogen metabolism","C1_05_24",0,0,0,1,1,1.22964354642502e-53
"Tuberculosis","Tuberculosis","C1_05_24",0,0,0,1,1,2.81884026807838e-45
"Drug metabolism - other enzymes","Drug metabolism - other enzymes","C1_05_24",0,0,0,1,1,8.14220443662277e-50
"Glycolysis / Gluconeogenesis","Glycolysis / Gluconeogenesis","C1_05_24",0,0,0,1,1,3.58761394091202e-48
"Gastric acid secretion","Gastric acid secretion","C1_05_24",0,0,0,1,1,5.30687359445855e-46
"Cholesterol metabolism","Cholesterol metabolism","C1_05_24",1,0,1,0.162,1,1.37417103010798e-47
"African trypanosomiasis","African trypanosomiasis","C1_05_24",0,0,0,1,1,6.10788592028533e-50
"GABAergic synapse","GABAergic synapse","C1_05_24",0,0,0,1,1,2.24773494295937e-45
"Chemokine signaling pathway","Chemokine signaling pathway","C1_05_24",0,0,0,1,1,6.41064542118407e-41
"Insulin secretion","Insulin secretion","C1_05_24",0,0,0,1,1,1.39223221860438e-43
"Cocaine addiction","Cocaine addiction","C1_05_24",0,0,0,1,1,7.70167159552512e-49
"Mineral absorption","Mineral absorption","C1_05_24",0,0,0,1,1,8.49829330416112e-49
"Histidine metabolism","Histidine metabolism","C1_05_24",0,0,0,1,1,1.72824505860827e-53
"Vitamin digestion and absorption","Vitamin digestion and absorption","C1_05_24",0,0,0,1,1,9.50872801476999e-53
"Systemic lupus erythematosus","Systemic lupus erythematosus","C1_05_24",0,0,0,1,1,3.19554108619667e-52
"Phenylalanine metabolism","Phenylalanine metabolism","C1_05_24",0,0,0,1,1,3.30276672791688e-54
"Taurine and hypotaurine metabolism","Taurine and hypotaurine metabolism","C1_05_24",0,0,0,1,1,3.30276672791688e-54
"Starch and sucrose metabolism","Starch and sucrose metabolism","C1_05_24",0,0,0,1,1,3.4439332125589e-52
"cAMP signaling pathway","cAMP signaling pathway","C1_05_24",0,0,0,1,1,9.48675652000362e-38
"Protein digestion and absorption","Protein digestion and absorption","C1_05_24",0,0,0,1,1,4.19726715487115e-43
"Primary bile acid biosynthesis","Primary bile acid biosynthesis","C1_05_24",0,0,0,1,1,9.35831032854536e-53
"Calcium signaling pathway","Calcium signaling pathway","C1_05_24",2,1,0.584962500721156,0.689,1,2.07448445798354e-34
"Porphyrin metabolism","Porphyrin metabolism","C1_05_24",0,0,0,1,1,4.99792170670421e-52
"Malaria","Malaria","C1_05_24",0,0,0,1,1,2.85975761541461e-47
"alpha-Linolenic acid metabolism","alpha-Linolenic acid metabolism","C1_05_24",0,0,0,1,1,2.19293795553789e-53
"Cell adhesion molecules","Cell adhesion molecules","C1_05_24",0,0,0,1,1,5.41689095749977e-46
"Carbohydrate digestion and absorption","Carbohydrate digestion and absorption","C1_05_24",0,0,0,1,1,1.01806290531723e-50
"Serotonergic synapse","Serotonergic synapse","C1_05_24",0,0,0,1,1,8.65471357164738e-46
"JAK-STAT signaling pathway","JAK-STAT signaling pathway","C1_05_24",0,0,0,1,1,1.74189936330143e-41
"Type I diabetes mellitus","Type I diabetes mellitus","C1_05_24",0,0,0,1,1,3.00268898362779e-54
"Arachidonic acid metabolism","Arachidonic acid metabolism","C1_05_24",0,0,0,1,1,1.00939465273315e-51
"Salivary secretion","Salivary secretion","C1_05_24",0,0,0,1,1,3.41372580350127e-45
"Inflammatory bowel disease","Inflammatory bowel disease","C1_05_24",0,0,0,1,1,1.18708627089864e-49
"Natural killer cell mediated cytotoxicity","Natural killer cell mediated cytotoxicity","C1_05_24",0,0,0,1,1,6.22328177729744e-47
"Tyrosine metabolism","Tyrosine metabolism","C1_05_24",0,0,0,1,1,3.69822964153719e-53
"Allograft rejection","Allograft rejection","C1_05_24",0,0,0,1,1,1.64373157144518e-54
"Phototransduction","Phototransduction","C1_05_24",0,0,0,1,1,5.01523495319733e-53
"Primary immunodeficiency","Primary immunodeficiency","C1_05_24",0,0,0,1,1,1.47937852163529e-52
"Linoleic acid metabolism","Linoleic acid metabolism","C1_05_24",0,0,0,1,1,5.92917105473718e-54
"Pentose and glucuronate interconversions","Pentose and glucuronate interconversions","C1_05_24",0,0,0,1,1,1.72824505860827e-53
"Graft-versus-host disease","Graft-versus-host disease","C1_05_24",0,0,0,1,1,3.00268898362779e-54
"Intestinal immune network for IgA production","Intestinal immune network for IgA production","C1_05_24",0,0,0,1,1,1.72824505860827e-53
"Pancreatic secretion","Pancreatic secretion","C1_05_24",0,0,0,1,1,7.65295210934953e-46
"Complement and coagulation cascades","Complement and coagulation cascades","C1_05_24",0,0,0,1,1,1.95257212299727e-47
"Fat digestion and absorption","Fat digestion and absorption","C1_05_24",0,0,0,1,1,2.42122039742104e-53
"Ascorbate and aldarate metabolism","Ascorbate and aldarate metabolism","C1_05_24",0,0,0,1,1,1.39843536383041e-53
"MicroRNAs in cancer","MicroRNAs in cancer","C1_05_24",2,1,0.584962500721156,0.717,1,2.91121962581607e-35
"Asthma","Asthma","C1_05_24",0,0,0,1,1,1.64373157144518e-54
"Maturity onset diabetes of the young","Maturity onset diabetes of the young","C1_05_24",0,0,0,1,1,1.64373157144518e-54
"Chemical carcinogenesis - DNA adducts","Chemical carcinogenesis - DNA adducts","C1_05_24",0,0,0,1,1,2.26347885058801e-53
"Bile secretion","Bile secretion","C1_05_24",0,0,0,1,1,1.39259916522429e-46
"Metabolism of xenobiotics by cytochrome P450","Metabolism of xenobiotics by cytochrome P450","C1_05_24",0,0,0,1,1,2.50053351372988e-52
"Nicotine addiction","Nicotine addiction","C1_05_24",0,0,0,1,1,8.02967059682796e-54
"Hematopoietic cell lineage","Hematopoietic cell lineage","C1_05_24",1,0,1,0.245,1,8.95046872053157e-48
"Taste transduction","Taste transduction","C1_05_24",0,0,0,1,1,3.69400259313431e-49
"Drug metabolism - cytochrome P450","Drug metabolism - cytochrome P450","C1_05_24",0,0,0,1,1,3.82655403517291e-53
"Autoimmune thyroid disease","Autoimmune thyroid disease","C1_05_24",0,0,0,1,1,1.64373157144518e-54
"Steroid hormone biosynthesis","Steroid hormone biosynthesis","C1_05_24",0,0,0,1,1,2.98478307056669e-53
"Retinol metabolism","Retinol metabolism","C1_05_24",0,0,0,1,1,3.02325161636826e-53
"Viral protein interaction with cytokine and cytokine receptor","Viral protein interaction with cytokine and cytokine receptor","C1_05_24",1,0,1,0.17,1,1.46575823501983e-47
"Staphylococcus aureus infection","Staphylococcus aureus infection","C1_05_24",0,0,0,1,1,4.77527115374553e-53
"Cytokine-cytokine receptor interaction","Cytokine-cytokine receptor interaction","C1_05_24",1,0,1,0.444,1,6.72338860109433e-38
"Neuroactive ligand-receptor interaction","Neuroactive ligand-receptor interaction","C1_05_24",0,0,0,1,1,2.07815646754763e-39
"Olfactory transduction","Olfactory transduction","C1_05_24",0,0,0,1,1,6.66364060194838e-52
"Herpes simplex virus 1 infection1","Herpes simplex virus 1 infection","C2_05_24",0,1,-1,0.546,1,3.66297825778688e-34
"Cell cycle1","Cell cycle","C2_05_24",0,0,0,1,1,1.63817667062205e-44
"Endocytosis1","Endocytosis","C2_05_24",3,0,2,0.068,0.853777777777778,1.73524331782626e-38
"Ribosome1","Ribosome","C2_05_24",0,0,0,1,1,2.03241425035946e-47
"Autophagy - animal1","Autophagy - animal","C2_05_24",0,0,0,1,1,2.48719219297673e-43
"Protein processing in endoplasmic reticulum1","Protein processing in endoplasmic reticulum","C2_05_24",0,0,0,1,1,1.91617755635507e-44
"Huntington disease1","Huntington disease","C2_05_24",2,0,1.58496250072116,0.162,1,6.3696776610268e-38
"Ubiquitin mediated proteolysis1","Ubiquitin mediated proteolysis","C2_05_24",0,0,0,1,1,5.20484613165862e-46
"Shigellosis1","Shigellosis","C2_05_24",0,0,0,1,1,2.30005038295405e-38
"Thermogenesis1","Thermogenesis","C2_05_24",0,0,0,1,1,1.1220338811542e-40
"Mitophagy - animal1","Mitophagy - animal","C2_05_24",0,0,0,1,1,6.23221835947462e-47
"Parkinson disease1","Parkinson disease","C2_05_24",0,0,0,1,1,1.18018722470165e-40
"Amyotrophic lateral sclerosis1","Amyotrophic lateral sclerosis","C2_05_24",0,0,0,1,1,2.12439056372519e-36
"Cellular senescence1","Cellular senescence","C2_05_24",0,0,0,1,1,2.05879937431511e-42
"Chemical carcinogenesis - reactive oxygen species1","Chemical carcinogenesis - reactive oxygen species","C2_05_24",0,0,0,1,1,1.03091351223309e-42
"Colorectal cancer1","Colorectal cancer","C2_05_24",0,0,0,1,1,6.37085828482879e-47
"Salmonella infection1","Salmonella infection","C2_05_24",0,0,0,1,1,1.08998752200437e-38
"ATP-dependent chromatin remodeling1","ATP-dependent chromatin remodeling","C2_05_24",1,0,1,0.229,1,3.8876823681135e-45
"Diabetic cardiomyopathy1","Diabetic cardiomyopathy","C2_05_24",0,0,0,1,1,4.66614690581573e-42
"Spliceosome1","Spliceosome","C2_05_24",0,0,0,1,1,7.40720184833904e-46
"Viral carcinogenesis1","Viral carcinogenesis","C2_05_24",0,0,0,1,1,6.74244744120642e-44
"Pathways of neurodegeneration - multiple diseases1","Pathways of neurodegeneration - multiple diseases","C2_05_24",0,1,-1,0.537,1,2.11792277322372e-32
"Pancreatic cancer1","Pancreatic cancer","C2_05_24",0,0,0,1,1,8.16104104655039e-47
"Chronic myeloid leukemia1","Chronic myeloid leukemia","C2_05_24",0,0,0,1,1,1.36350214110388e-49
"Polycomb repressive complex1","Polycomb repressive complex","C2_05_24",1,0,1,0.113,1,1.25268440572122e-49
"Alzheimer disease1","Alzheimer disease","C2_05_24",0,1,-1,0.588,1,4.35579338006384e-36
"Non-alcoholic fatty liver disease1","Non-alcoholic fatty liver disease","C2_05_24",0,0,0,1,1,1.21038408784183e-43
"Nucleocytoplasmic transport1","Nucleocytoplasmic transport","C2_05_24",0,0,0,1,1,2.93358651201152e-48
"Human T-cell leukemia virus 1 infection1","Human T-cell leukemia virus 1 infection","C2_05_24",0,0,0,1,1,7.80908303909405e-41
"Nucleotide excision repair1","Nucleotide excision repair","C2_05_24",0,0,0,1,1,5.48281593246063e-50
"Oxidative phosphorylation1","Oxidative phosphorylation","C2_05_24",0,0,0,1,1,6.09253745329922e-48
"Renal cell carcinoma1","Renal cell carcinoma","C2_05_24",0,0,0,1,1,1.70433887039185e-45
"Axon guidance1","Axon guidance","C2_05_24",0,0,0,1,1,3.81021407285766e-39
"Endometrial cancer1","Endometrial cancer","C2_05_24",0,0,0,1,1,1.13626216315919e-48
"mRNA surveillance pathway1","mRNA surveillance pathway","C2_05_24",0,0,0,1,1,2.39177610799646e-48
"Focal adhesion1","Focal adhesion","C2_05_24",4,1,1.32192809488736,0.017,0.4746,9.76158766566553e-36
"Adherens junction1","Adherens junction","C2_05_24",0,0,0,1,1,2.49096895549007e-43
"Prion disease1","Prion disease","C2_05_24",0,0,0,1,1,8.30996476984983e-39
"Lysosome1","Lysosome","C2_05_24",0,0,0,1,1,3.28222336416468e-44
"MAPK signaling pathway1","MAPK signaling pathway","C2_05_24",2,1,0.584962500721156,0.71,1,3.7813650116327e-36
"Sphingolipid signaling pathway1","Sphingolipid signaling pathway","C2_05_24",3,0,2,0.021,0.4746,1.82140472646997e-44
"Fanconi anemia pathway1","Fanconi anemia pathway","C2_05_24",0,0,0,1,1,2.94035117573884e-51
"Neurotrophin signaling pathway1","Neurotrophin signaling pathway","C2_05_24",0,0,0,1,1,8.99020928830965e-46
"Phosphatidylinositol signaling system1","Phosphatidylinositol signaling system","C2_05_24",0,0,0,1,1,1.63075412800566e-45
"Prostate cancer1","Prostate cancer","C2_05_24",0,0,0,1,1,1.72038506182271e-45
"Aminoacyl-tRNA biosynthesis1","Aminoacyl-tRNA biosynthesis","C2_05_24",0,0,0,1,1,1.47530276832951e-51
"Base excision repair1","Base excision repair","C2_05_24",0,0,0,1,1,9.81190108814241e-52
"p53 signaling pathway1","p53 signaling pathway","C2_05_24",0,0,0,1,1,2.17393485818036e-46
"EGFR tyrosine kinase inhibitor resistance1","EGFR tyrosine kinase inhibitor resistance","C2_05_24",0,0,0,1,1,1.29356629662054e-46
"Small cell lung cancer1","Small cell lung cancer","C2_05_24",1,0,1,0.23,1,1.38682094417882e-45
"RNA degradation1","RNA degradation","C2_05_24",0,0,0,1,1,9.90621371675371e-50
"mTOR signaling pathway1","mTOR signaling pathway","C2_05_24",0,0,0,1,1,6.63659617360002e-44
"Endocrine resistance1","Endocrine resistance","C2_05_24",0,0,0,1,1,8.23998463364753e-46
"Lysine degradation1","Lysine degradation","C2_05_24",0,0,0,1,1,1.11279754333325e-46
"Viral life cycle - HIV-11","Viral life cycle - HIV-1","C2_05_24",0,0,0,1,1,2.82252639165613e-47
"Longevity regulating pathway1","Longevity regulating pathway","C2_05_24",0,0,0,1,1,2.32039123637717e-45
"Insulin resistance1","Insulin resistance","C2_05_24",0,0,0,1,1,1.19508067420103e-44
"Inositol phosphate metabolism1","Inositol phosphate metabolism","C2_05_24",0,0,0,1,1,1.89617129931096e-47
"Platinum drug resistance1","Platinum drug resistance","C2_05_24",0,0,0,1,1,1.70368436968803e-49
"Bacterial invasion of epithelial cells1","Bacterial invasion of epithelial cells","C2_05_24",0,0,0,1,1,9.43895614746943e-46
"Hepatocellular carcinoma1","Hepatocellular carcinoma","C2_05_24",1,0,1,0.361,1,2.83286687401893e-41
"Insulin signaling pathway1","Insulin signaling pathway","C2_05_24",0,0,0,1,1,6.63659617360002e-44
"Human cytomegalovirus infection1","Human cytomegalovirus infection","C2_05_24",0,0,0,1,1,4.55570409531762e-39
"Human papillomavirus infection1","Human papillomavirus infection","C2_05_24",3,1,1,0.574,1,7.83193170882359e-35
"Proteoglycans in cancer1","Proteoglycans in cancer","C2_05_24",0,0,0,1,1,9.85964798749885e-39
"TGF-beta signaling pathway1","TGF-beta signaling pathway","C2_05_24",3,0,2,0.019,0.4746,1.32031416557716e-43
"RNA polymerase1","RNA polymerase","C2_05_24",0,0,0,1,1,1.94822597714602e-52
"FoxO signaling pathway1","FoxO signaling pathway","C2_05_24",0,0,0,1,1,7.51243251478398e-45
"AGE-RAGE signaling pathway in diabetic complications1","AGE-RAGE signaling pathway in diabetic complications","C2_05_24",0,0,0,1,1,5.54127396357603e-46
"Hepatitis B1","Hepatitis B","C2_05_24",0,0,0,1,1,1.89418039181421e-45
"Longevity regulating pathway - multiple species1","Longevity regulating pathway - multiple species","C2_05_24",0,0,0,1,1,3.84024171999813e-48
"Yersinia infection1","Yersinia infection","C2_05_24",0,0,0,1,1,3.65561866783393e-44
"N-Glycan biosynthesis1","N-Glycan biosynthesis","C2_05_24",0,0,0,1,1,1.45890146034816e-51
"Non-small cell lung cancer1","Non-small cell lung cancer","C2_05_24",0,0,0,1,1,1.66878733021284e-47
"Rap1 signaling pathway1","Rap1 signaling pathway","C2_05_24",1,0,1,0.47,1,8.56019278523129e-38
"Choline metabolism in cancer1","Choline metabolism in cancer","C2_05_24",0,0,0,1,1,3.80874625482411e-46
"TNF signaling pathway1","TNF signaling pathway","C2_05_24",0,0,0,1,1,4.17039292982614e-44
"Glioma1","Glioma","C2_05_24",0,0,0,1,1,3.50072094069077e-47
"Human immunodeficiency virus 1 infection1","Human immunodeficiency virus 1 infection","C2_05_24",0,0,0,1,1,2.4925206557092e-41
"Apoptosis1","Apoptosis","C2_05_24",0,0,0,1,1,1.11692858382143e-43
"AMPK signaling pathway1","AMPK signaling pathway","C2_05_24",0,0,0,1,1,1.4583994623631e-44
"Fatty acid metabolism1","Fatty acid metabolism","C2_05_24",0,0,0,1,1,2.85843081367492e-49
"DNA replication1","DNA replication","C2_05_24",0,0,0,1,1,1.18763838345843e-51
"Pathogenic Escherichia coli infection1","Pathogenic Escherichia coli infection","C2_05_24",0,0,0,1,1,7.78428252458519e-40
"PD-L1 expression and PD-1 checkpoint pathway in cancer1","PD-L1 expression and PD-1 checkpoint pathway in cancer","C2_05_24",0,0,0,1,1,1.23722281175511e-47
"Hippo signaling pathway1","Hippo signaling pathway","C2_05_24",3,0,2,0.041,0.631772727272727,4.49301317509503e-42
"Valine, leucine and isoleucine degradation1","Valine, leucine and isoleucine degradation","C2_05_24",0,0,0,1,1,1.36350214110388e-49
"Peroxisome1","Peroxisome","C2_05_24",0,0,0,1,1,1.36350214110388e-49
"Homologous recombination1","Homologous recombination","C2_05_24",0,0,0,1,1,5.58410198127976e-53
"Bladder cancer1","Bladder cancer","C2_05_24",0,0,0,1,1,6.6512295501292e-50
"Fluid shear stress and atherosclerosis1","Fluid shear stress and atherosclerosis","C2_05_24",3,0,2,0.035,0.565,3.87117083943948e-44
"SNARE interactions in vesicular transport1","SNARE interactions in vesicular transport","C2_05_24",0,0,0,1,1,9.60336866788836e-53
"Autophagy - other1","Autophagy - other","C2_05_24",0,0,0,1,1,1.17849034320466e-52
"Proteasome1","Proteasome","C2_05_24",0,0,0,1,1,7.25155629226716e-51
"Protein export1","Protein export","C2_05_24",0,0,0,1,1,1.3870995880688e-52
"Thyroid hormone signaling pathway1","Thyroid hormone signaling pathway","C2_05_24",3,0,2,0.016,0.4746,4.06837887071264e-44
"Amino sugar and nucleotide sugar metabolism1","Amino sugar and nucleotide sugar metabolism","C2_05_24",0,0,0,1,1,1.46314803311469e-51
"Nucleotide metabolism1","Nucleotide metabolism","C2_05_24",0,0,0,1,1,1.12093628929648e-48
"ErbB signaling pathway1","ErbB signaling pathway","C2_05_24",0,0,0,1,1,2.9496005255929e-49
"Thyroid cancer1","Thyroid cancer","C2_05_24",0,0,0,1,1,6.68688392932289e-51
"Various types of N-glycan biosynthesis1","Various types of N-glycan biosynthesis","C2_05_24",0,0,0,1,1,2.43272487006426e-52
"Spinocerebellar ataxia1","Spinocerebellar ataxia","C2_05_24",0,0,0,1,1,1.21495633376087e-44
"Basal transcription factors1","Basal transcription factors","C2_05_24",0,0,0,1,1,1.47530276832951e-51
"Regulation of actin cytoskeleton1","Regulation of actin cytoskeleton","C2_05_24",6,0,2.8073549220576,0.007,0.339,1.51721614525011e-37
"Melanoma1","Melanoma","C2_05_24",0,0,0,1,1,2.59052783603295e-46
"Tight junction1","Tight junction","C2_05_24",0,0,0,1,1,1.15442680447383e-41
