CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000203818 4 2 6 2 7 7
ENSG00000203827 5 8 6 3 7 23
ENSG00000203832 52 62 70 51 80 94
ENSG00000203836 3 4 5 5 3 9
ENSG00000203865 11 10 16 13 7 7
ENSG00000203875 1357 1110 1360 1098 2031 2105
ENSG00000203879 3394 2703 3854 2837 3095 3713
ENSG00000203880 462 363 546 381 543 709
ENSG00000203896 61 32 52 28 50 39
ENSG00000203943 11 6 9 3 11 11
ENSG00000203950 850 691 1044 752 632 663
ENSG00000203965 47 38 37 37 48 55
ENSG00000203993 156 107 134 97 144 182
ENSG00000203995 19 8 37 28 5 21
ENSG00000203999 4 17 7 7 13 15
ENSG00000204052 5 3 10 9 2 1
ENSG00000204054 197 203 285 138 246 267
ENSG00000204055 31 20 63 32 17 9
ENSG00000204070 284 287 398 339 282 318
ENSG00000204084 350 289 421 305 350 442
ENSG00000204104 259 242 307 215 372 454
ENSG00000204116 194 173 226 199 153 246
ENSG00000204120 1294 1015 1565 1137 1301 1807
ENSG00000204130 370 303 472 353 294 409
ENSG00000204138 483 392 576 424 545 684
ENSG00000204147 14 11 16 10 20 23
ENSG00000204149 45 46 72 33 89 141
ENSG00000204160 808 725 1057 837 363 521
ENSG00000204164 2 3 0 9 11 11
ENSG00000204174 10 9 7 1 6 10
ENSG00000204176 103 93 85 74 83 76
ENSG00000204178 368 304 414 325 411 689
ENSG00000204186 277 272 282 279 281 364
ENSG00000204196 10 8 6 9 12 7
ENSG00000204209 1528 1273 1909 1152 1433 1933
ENSG00000204217 2876 2339 3533 2440 2728 3880
ENSG00000204219 116 114 142 159 52 59
ENSG00000204220 255 181 260 231 443 533
ENSG00000204227 585 495 660 504 690 836
ENSG00000204228 35 28 29 42 26 36
ENSG00000204231 939 768 1103 934 945 1243
ENSG00000204237 185 156 222 128 193 215
ENSG00000204253 2 1 2 2 5 1
ENSG00000204256 2696 2226 3376 2517 2458 2923
ENSG00000204257 86 51 88 55 94 116
ENSG00000204261 16 11 20 15 14 23
ENSG00000204262 26502 22168 22392 15058 29901 37862
ENSG00000204264 473 380 624 443 460 527
ENSG00000204267 380 308 463 281 558 696
ENSG00000204271 31 23 19 13 54 64
ENSG00000204272 384 307 390 294 294 308
ENSG00000204291 1154 1093 926 474 3797 5069
ENSG00000204304 1559 1225 1801 1501 1340 1692
ENSG00000204305 28 23 40 21 40 59
ENSG00000204308 366 318 389 318 360 415
ENSG00000204310 2302 1964 2810 2202 1417 1786
ENSG00000204311 10 6 5 10 16 33
ENSG00000204314 39 54 78 57 5 19
ENSG00000204315 37 28 38 35 41 54
ENSG00000204316 555 488 720 494 436 590
ENSG00000204338 2 3 5 1 4 3
ENSG00000204344 170 158 246 184 177 223
ENSG00000204348 164 163 248 183 228 286
ENSG00000204351 1145 942 1473 1156 1004 1281
ENSG00000204356 1297 1019 1663 1265 882 1091
ENSG00000204366 62 52 61 58 82 99
ENSG00000204370 1069 870 1298 964 858 1162
ENSG00000204371 851 655 964 812 958 1129
ENSG00000204381 4192 3447 6331 4711 1774 2472
ENSG00000204386 662 569 940 763 461 546
ENSG00000204387 2805 2403 3239 2245 3663 4134
ENSG00000204388 142 106 154 116 204 207
ENSG00000204389 300 233 422 188 314 434
ENSG00000204390 46 51 90 52 42 44
ENSG00000204392 185 185 256 154 147 189
ENSG00000204394 1230 996 1436 957 1778 1946
ENSG00000204396 1 6 10 5 8 9
ENSG00000204397 71 30 88 39 198 250
ENSG00000204406 434 339 476 377 309 360
ENSG00000204410 56 48 95 50 91 139
ENSG00000204427 306 277 390 253 430 517
ENSG00000204428 31 8 12 19 15 18
ENSG00000204435 1943 1567 2362 2072 1365 1721
ENSG00000204438 181 177 194 212 175 269
ENSG00000204439 170 142 200 142 252 306
ENSG00000204442 364 308 282 237 521 546
ENSG00000204444 17 20 10 5 23 26
ENSG00000204463 4122 3512 5370 4419 3775 4425
ENSG00000204469 6235 4962 7528 5020 5511 7000
ENSG00000204498 226 190 285 347 182 182
ENSG00000204514 62 46 60 49 87 113
ENSG00000204516 300 238 483 339 187 251
ENSG00000204519 25 42 60 32 51 79
ENSG00000204520 257 254 327 311 300 356
ENSG00000204524 61 51 71 56 35 74
ENSG00000204525 2407 1849 3095 2222 2120 2550
ENSG00000204536 278 193 391 268 240 362
ENSG00000204540 5 9 7 13 13 17
ENSG00000204560 572 479 639 501 787 847
ENSG00000204564 119 92 152 95 74 77
ENSG00000204568 437 340 555 430 449 519
ENSG00000204569 725 602 781 527 519 657
ENSG00000204574 1257 949 1447 933 1288 1690
ENSG00000204576 204 150 181 130 144 193
ENSG00000204580 1993 1690 2652 2068 1064 1215
ENSG00000204590 949 863 1044 764 1091 1360
ENSG00000204592 8199 6943 11155 9457 4556 5708
ENSG00000204599 172 133 228 162 167 239
ENSG00000204604 445 336 473 329 249 402
ENSG00000204611 180 147 219 164 112 194
ENSG00000204618 10 12 14 18 5 7
ENSG00000204619 784 559 854 626 522 681
ENSG00000204620 1 2 8 1 5 6
ENSG00000204623 14 28 26 13 68 94
ENSG00000204628 18359 15124 21979 16440 12898 14885
ENSG00000204634 22 25 39 59 58 83
ENSG00000204642 3 1 11 1 2 1
ENSG00000204650 152 120 184 151 80 95
ENSG00000204673 1163 1008 1451 1048 1200 1293
ENSG00000204681 243 208 240 158 492 711
ENSG00000204682 50 32 33 19 58 51
ENSG00000204685 40 34 54 50 50 42
ENSG00000204713 1021 883 1167 856 728 973
ENSG00000204745 9 5 11 12 15 12
ENSG00000204758 11 7 16 8 7 16
ENSG00000204764 328 281 363 218 248 429
ENSG00000204767 30 28 10 9 41 39
ENSG00000204790 15 28 13 5 30 28
ENSG00000204792 18 11 19 13 21 27
ENSG00000204815 4 7 9 13 9 4
ENSG00000204822 365 298 449 354 269 271
ENSG00000204839 60 75 62 48 27 37
ENSG00000204842 1064 883 1202 989 1089 1354
ENSG00000204843 5198 4372 6559 4576 5633 6918
ENSG00000204852 245 200 243 228 208 316
ENSG00000204856 170 103 154 99 207 240
ENSG00000204859 113 103 140 123 120 174
ENSG00000204882 14 7 20 11 7 11
ENSG00000204899 264 244 298 258 205 302
ENSG00000204920 109 74 142 69 103 169
ENSG00000204922 186 158 225 147 203 254
ENSG00000204923 15 13 26 12 17 20
ENSG00000204934 18 14 23 19 12 18
ENSG00000204941 2319 2369 1907 2075 313 561
ENSG00000204946 129 128 154 103 250 293
ENSG00000204947 25 20 22 17 29 21
ENSG00000204954 65 45 74 61 97 120
ENSG00000204956 41 53 68 68 62 107
ENSG00000204977 462 376 525 362 372 452
ENSG00000204991 45 33 66 57 36 39
ENSG00000205047 46 29 39 31 55 115
ENSG00000205060 368 327 347 217 435 617
ENSG00000205084 154 170 204 188 135 300
ENSG00000205089 1 2 8 3 5 0
ENSG00000205090 48 74 96 64 55 58
ENSG00000205133 950 727 1144 969 427 562
ENSG00000205138 84 99 115 95 82 97
ENSG00000205155 272 184 317 188 395 441
ENSG00000205181 41 30 41 21 34 42
ENSG00000205189 243 161 314 176 190 314
ENSG00000205208 202 120 203 122 153 213
ENSG00000205213 167 170 133 111 372 404
ENSG00000205220 439 333 551 356 353 437
ENSG00000205246 319 238 483 299 250 354
ENSG00000205250 880 727 1046 725 804 925
ENSG00000205268 136 81 136 91 105 145
ENSG00000205269 13 16 17 17 11 14
ENSG00000205302 546 433 718 535 598 727
ENSG00000205307 0 4 4 8 0 7
ENSG00000205309 4 18 7 16 3 8
ENSG00000205323 711 490 862 646 790 1099
ENSG00000205336 92 84 41 57 57 84
ENSG00000205339 2856 2286 3367 2623 2807 3656
ENSG00000205352 1153 886 1491 1022 1116 1334
ENSG00000205356 693 554 808 630 610 788
ENSG00000205413 290 227 338 216 489 609
ENSG00000205423 377 304 490 366 273 384
ENSG00000205424 15 10 21 25 2 3
ENSG00000205464 16 17 19 25 27 33
ENSG00000205476 1160 931 1372 1077 534 775
ENSG00000205485 38 38 37 21 28 34
ENSG00000205517 32 17 55 39 33 55
ENSG00000205531 1696 1370 2153 1544 1537 2027
ENSG00000205534 35 26 55 37 26 45
ENSG00000205542 19107 14208 26985 16126 16195 19845
ENSG00000205544 182 177 251 164 158 174
ENSG00000205560 16 17 6 19 34 37
ENSG00000205571 49 32 51 35 42 56
ENSG00000205578 71 54 70 61 43 53
ENSG00000205581 3189 2481 3915 2840 3313 3989
ENSG00000205583 2 5 9 4 5 22
ENSG00000205593 75 56 73 70 38 68
ENSG00000205629 458 365 576 420 380 572
ENSG00000205639 10 26 25 15 3 0
ENSG00000205643 163 128 123 159 106 140
ENSG00000205659 184 150 257 140 132 152
ENSG00000205664 74 65 73 69 73 89
ENSG00000205670 180 146 185 141 157 165
ENSG00000205683 364 235 443 262 297 414
ENSG00000205707 122 99 103 80 158 159
ENSG00000205710 18 22 23 16 24 20
ENSG00000205726 1958 1373 2265 1620 1574 1922
ENSG00000205730 1373 1161 1374 1016 1226 1573
ENSG00000205746 181 157 207 138 162 180
ENSG00000205758 286 232 340 228 357 492
ENSG00000205763 148 111 152 143 92 137
ENSG00000205765 528 406 653 436 442 633
ENSG00000205771 4 3 5 5 5 4
ENSG00000205791 0 2 5 3 7 11
ENSG00000205795 35 26 33 57 20 12
ENSG00000205808 145 107 137 94 213 258
ENSG00000205861 21 9 15 13 16 9
ENSG00000205885 43 34 53 47 100 148
ENSG00000205903 281 228 274 198 252 287
ENSG00000205918 12 18 22 8 20 17
ENSG00000205923 17 28 14 5 22 47
ENSG00000205937 1872 1456 2295 1567 1496 1942
ENSG00000205978 745 688 926 786 566 564
ENSG00000205981 231 167 270 162 215 247
ENSG00000206053 1537 1221 1856 1266 930 1267
ENSG00000206149 68 93 100 86 111 152
ENSG00000206190 1074 1009 1385 979 586 817
ENSG00000206344 7 3 4 6 1 5
ENSG00000206417 6 10 7 7 7 19
ENSG00000206418 482 457 547 466 546 577
ENSG00000206503 9022 6599 11244 7726 5979 7471
ENSG00000206527 649 535 572 420 767 1091
ENSG00000206530 19 18 12 11 60 70
ENSG00000206532 0 7 3 1 4 6
ENSG00000206535 29 37 53 45 42 48
ENSG00000206538 3509 3212 3649 2767 2882 3515
ENSG00000206559 22 13 15 18 16 14
ENSG00000206560 1801 1672 2717 2036 1771 2634
ENSG00000206562 170 141 237 148 193 195
ENSG00000206567 33 27 28 26 26 18
ENSG00000206573 77 59 86 61 112 188
ENSG00000210082 26126 25027 29880 27334 19268 22137
ENSG00000211445 11 3 10 16 12 16
ENSG00000211448 249 155 155 90 1406 1198
ENSG00000211450 1050 776 1048 702 818 884
ENSG00000211451 12 9 6 6 6 13
ENSG00000211455 181 143 214 144 256 343
ENSG00000211456 916 649 1012 797 996 1155
ENSG00000211459 4490 4767 4867 4936 3690 3213
ENSG00000211460 761 656 1040 717 1038 1371
ENSG00000211584 160 144 195 143 147 154
ENSG00000211772 4 6 14 9 1 8
ENSG00000212127 22 13 11 10 17 37
ENSG00000212670 6 5 10 8 3 10
ENSG00000212694 57 50 55 38 132 228
ENSG00000212719 528 445 602 431 636 918
ENSG00000212724 9 9 1 0 12 7
ENSG00000212734 16 23 25 12 11 5
ENSG00000212747 590 487 662 452 378 465
ENSG00000212768 48 40 58 79 104 84
ENSG00000212802 17 13 20 20 22 35
ENSG00000212864 71 45 89 45 20 33
ENSG00000212907 743 671 784 550 1202 1439
ENSG00000212916 17 14 15 8 30 24
ENSG00000212928 43 33 40 17 28 40
ENSG00000212978 84 44 60 47 89 132
ENSG00000212998 2 3 5 2 6 9
ENSG00000213002 805 602 834 721 253 503
ENSG00000213015 476 365 468 330 358 417
ENSG00000213020 229 183 262 179 126 200
ENSG00000213024 1016 774 1244 720 871 1027
ENSG00000213029 29 16 21 22 14 20
ENSG00000213047 145 128 133 91 245 417
ENSG00000213057 0 5 12 4 10 18
ENSG00000213064 70 66 82 63 70 108
ENSG00000213066 140 102 163 118 122 185
ENSG00000213073 23 13 14 15 21 32
ENSG00000213079 931 683 1117 839 909 1234
ENSG00000213080 2 2 5 4 3 4
ENSG00000213085 11 3 17 7 9 14
ENSG00000213096 315 225 363 225 142 235
ENSG00000213123 37 42 59 42 37 41
ENSG00000213139 3 3 5 3 8 9
ENSG00000213149 5 2 2 3 3 2
ENSG00000213160 34 38 45 49 42 66
ENSG00000213178 7 4 13 9 11 21
ENSG00000213185 38 12 50 39 11 19
ENSG00000213186 335 247 489 401 274 354
ENSG00000213189 4 3 3 3 4 11
ENSG00000213190 220 177 166 93 320 373
ENSG00000213199 11 8 13 14 6 5
ENSG00000213213 28 32 52 12 18 20
ENSG00000213221 95 78 108 75 136 123
ENSG00000213222 46 48 52 31 37 50
ENSG00000213240 501 456 574 501 347 465
ENSG00000213244 0 2 3 2 2 1
ENSG00000213246 923 780 1198 878 763 941
ENSG00000213277 1 0 3 1 1 0
ENSG00000213281 1227 975 1423 844 1133 1375
ENSG00000213283 20 14 13 11 20 24
ENSG00000213297 41 59 41 28 48 58
ENSG00000213300 6 1 1 4 9 12
ENSG00000213304 1 1 0 1 1 1
ENSG00000213326 0 1 3 2 0 2
ENSG00000213337 75 55 94 76 78 90
ENSG00000213339 183 115 208 137 289 447
ENSG00000213341 310 302 385 229 364 451
ENSG00000213347 85 66 117 72 81 146
ENSG00000213366 743 577 826 640 572 748
ENSG00000213380 465 427 476 492 419 564
ENSG00000213390 245 206 207 197 202 312
ENSG00000213397 170 153 192 111 183 238
ENSG00000213398 234 205 270 220 192 288
ENSG00000213399 2 1 1 5 0 3
ENSG00000213402 2 2 1 1 2 2
ENSG00000213412 2 1 1 0 1 7
ENSG00000213420 38 20 18 4 86 78
ENSG00000213433 2 3 5 1 1 2
ENSG00000213435 5 2 3 4 1 2
ENSG00000213442 30 26 31 19 15 24
ENSG00000213443 3 2 3 2 8 11
ENSG00000213445 1124 861 1713 1089 546 703
ENSG00000213462 53 39 73 35 125 177
ENSG00000213463 214 157 212 156 183 242
ENSG00000213465 623 578 962 652 707 775
ENSG00000213516 229 161 262 161 170 270
ENSG00000213523 565 487 618 443 580 668
ENSG00000213533 350 357 433 299 375 465
ENSG00000213551 193 169 213 160 289 381
ENSG00000213553 31 22 42 22 35 52
ENSG00000213563 541 429 592 434 314 371
ENSG00000213585 4577 3570 5313 3464 3846 4870
ENSG00000213588 86 78 113 69 99 102
ENSG00000213593 824 746 1075 725 880 1281
ENSG00000213599 20 10 24 24 7 41
ENSG00000213614 2095 1799 2233 1838 1782 2284
ENSG00000213619 419 340 493 388 443 570
ENSG00000213625 2152 1813 2532 1841 1674 2439
ENSG00000213626 18727 14624 23762 15359 14807 19384
ENSG00000213638 37 21 52 42 10 23
ENSG00000213639 3489 2690 4128 3309 3231 4181
ENSG00000213654 363 277 361 276 164 189
ENSG00000213658 11 5 4 9 67 55
ENSG00000213672 1151 773 1417 1150 572 861
ENSG00000213676 1112 907 1454 1138 1395 2017
ENSG00000213689 74 57 77 58 85 111
ENSG00000213693 10 6 4 3 13 21
ENSG00000213694 1560 1049 1322 636 1954 1933
ENSG00000213699 936 739 1261 735 755 1185
ENSG00000213700 2 1 1 0 4 4
ENSG00000213702 30 13 33 18 16 20
ENSG00000213713 39 46 64 58 47 65
ENSG00000213719 5293 4353 6559 5042 4722 6362
ENSG00000213722 826 614 978 648 770 944
ENSG00000213741 622 587 691 506 639 656
ENSG00000213742 18 31 21 13 19 14
ENSG00000213753 460 404 607 362 387 484
ENSG00000213760 6 3 9 14 33 42
ENSG00000213762 152 167 208 135 210 253
ENSG00000213780 185 179 269 131 281 380
ENSG00000213782 865 714 959 639 1024 1258
ENSG00000213799 149 109 227 158 111 133
ENSG00000213801 11 3 8 2 12 1
ENSG00000213839 22 22 27 11 27 36
ENSG00000213846 22 1 14 7 17 30
ENSG00000213853 462 449 630 485 271 489
ENSG00000213859 498 464 530 359 478 603
ENSG00000213865 11 16 15 13 30 29
ENSG00000213866 5 6 15 15 21 20
ENSG00000213888 13 16 15 10 19 23
ENSG00000213889 2 7 5 0 15 19
ENSG00000213901 4 7 1 3 16 15
ENSG00000213903 1 9 6 8 37 43
ENSG00000213904 17 12 18 6 21 24
ENSG00000213906 2 3 9 1 31 39
ENSG00000213918 246 212 262 229 153 219
ENSG00000213920 51 57 48 44 56 74
ENSG00000213923 3181 2659 3718 2805 2673 3108
ENSG00000213928 541 444 635 409 446 657
ENSG00000213930 248 198 324 224 212 282
ENSG00000213931 40 45 81 98 13 283
ENSG00000213934 117 110 89 43 1 23
ENSG00000213949 10341 7612 11352 7554 8197 11938
ENSG00000213963 36 35 38 20 14 20
ENSG00000213965 122 107 149 105 125 130
ENSG00000213967 13 8 10 8 4 10
ENSG00000213971 11 19 17 8 13 12
ENSG00000213977 2085 1612 2442 1343 1964 2127
ENSG00000213983 178 217 219 197 186 224
ENSG00000213988 9 11 6 12 7 11
ENSG00000213995 840 683 1002 737 782 933
ENSG00000213996 31 44 64 25 20 31
ENSG00000213999 18 9 40 34 36 54
ENSG00000214013 149 105 137 117 173 254
ENSG00000214021 388 328 525 357 660 939
ENSG00000214022 1663 1198 1873 1231 1157 1449
ENSG00000214026 814 603 1033 629 584 689
ENSG00000214046 661 489 626 477 601 847
ENSG00000214063 2647 2547 3274 2594 2057 2646
ENSG00000214078 3003 2305 3971 3077 2365 3160
ENSG00000214087 407 324 456 328 417 504
ENSG00000214106 37 36 43 39 37 59
ENSG00000214113 245 219 295 197 207 243
ENSG00000214114 200 202 246 176 164 199
ENSG00000214135 92 84 116 80 148 171
ENSG00000214140 6 15 18 8 8 7
ENSG00000214160 506 463 601 460 370 536
ENSG00000214174 85 64 74 71 93 88
ENSG00000214176 137 140 152 153 266 367
ENSG00000214182 2 0 5 1 4 6
ENSG00000214188 5 5 13 2 12 10
ENSG00000214189 48 28 64 52 19 61
ENSG00000214193 455 404 478 298 293 474
ENSG00000214194 458 376 710 419 350 434
ENSG00000214212 4 6 13 13 2 1
ENSG00000214226 33 10 37 17 15 24
ENSG00000214248 8 27 22 42 14 35
ENSG00000214253 621 597 738 554 877 992
ENSG00000214262 155 94 161 92 127 157
ENSG00000214265 2755 2096 3197 2082 1757 2172
ENSG00000214274 140 134 204 196 58 84
ENSG00000214279 37 43 57 39 41 63
ENSG00000214293 34 48 58 46 46 68
ENSG00000214300 21 22 13 14 18 21
ENSG00000214309 18 32 19 14 33 28
ENSG00000214331 23 34 34 24 44 63
ENSG00000214338 11 15 23 19 12 21
ENSG00000214357 252 207 530 394 85 132
ENSG00000214367 193 136 216 156 193 298
ENSG00000214376 7 1 1 5 5 9
ENSG00000214389 9 4 2 10 7 8
ENSG00000214397 10 1 19 2 8 7
ENSG00000214401 5 5 3 6 3 3
ENSG00000214413 210 141 279 192 168 223
ENSG00000214435 24 29 48 25 62 59
ENSG00000214447 6 13 14 9 5 11
ENSG00000214455 12 2 6 6 12 23
ENSG00000214485 10 10 13 7 13 19
ENSG00000214517 1475 1232 1774 1088 1431 1921
ENSG00000214530 430 318 574 477 133 132
ENSG00000214548 5274 4754 5738 4408 9902 15695
ENSG00000214562 18 10 18 12 13 28
ENSG00000214575 26 6 3 11 19 21
ENSG00000214654 13 10 5 9 10 22
ENSG00000214655 1832 1584 2255 1454 1567 2018
ENSG00000214706 450 393 582 407 468 610
ENSG00000214717 706 595 1030 593 696 858
ENSG00000214719 194 153 311 162 140 221
ENSG00000214736 562 493 752 595 560 667
ENSG00000214753 1369 1173 1698 1068 2481 2977
ENSG00000214756 33 41 58 34 42 74
ENSG00000214765 64 58 84 55 119 161
ENSG00000214783 51 44 56 42 61 92
ENSG00000214814 251 109 359 152 7 10
ENSG00000214820 2 3 2 1 2 4
ENSG00000214826 11 14 5 5 17 42
ENSG00000214827 67 22 70 33 39 26
ENSG00000214867 0 1 0 2 1 2
ENSG00000214922 16 14 18 3 11 20
ENSG00000214940 41 24 47 42 17 35
ENSG00000214941 60 31 74 40 80 108
ENSG00000214944 943 793 1379 852 464 863
ENSG00000214955 2 1 24 11 1 2
ENSG00000214960 13 12 13 3 25 26
ENSG00000214982 56 34 54 36 60 55
ENSG00000215012 765 607 978 720 527 651
ENSG00000215021 2566 1967 2905 2236 2010 2451
ENSG00000215030 16 6 13 6 13 7
ENSG00000215032 7 3 13 9 4 13
ENSG00000215039 93 97 151 96 200 233
ENSG00000215041 433 398 500 393 507 541
ENSG00000215067 9 15 20 14 32 38
ENSG00000215068 31 11 39 22 29 38
ENSG00000215114 122 129 134 95 181 241
ENSG00000215154 43 25 28 27 35 32
ENSG00000215158 15 19 22 16 16 26
ENSG00000215183 1 1 4 0 3 7
ENSG00000215190 45 44 33 13 81 95
ENSG00000215193 493 434 577 399 509 588
ENSG00000215196 9 8 7 4 13 10
ENSG00000215221 1 0 1 1 2 1
ENSG00000215251 129 104 130 81 138 185
ENSG00000215252 126 135 135 88 189 317
ENSG00000215256 190 161 252 192 196 235
ENSG00000215262 9 6 12 14 6 0
ENSG00000215271 213 175 236 207 123 163
ENSG00000215298 168 87 115 69 121 142
ENSG00000215301 6976 5300 8041 5906 5071 6894
ENSG00000215302 38 33 40 42 36 61
ENSG00000215305 801 730 1142 733 806 1003
ENSG00000215375 55 69 60 37 83 105
ENSG00000215421 389 348 542 283 395 530
ENSG00000215424 18 24 23 18 42 65
ENSG00000215440 707 544 852 523 738 834
ENSG00000215447 119 110 154 89 156 177
ENSG00000215472 81 35 84 63 67 97
ENSG00000215492 14 5 18 5 19 28
ENSG00000215493 4 3 3 5 9 8
ENSG00000215513 39 40 48 44 41 56
ENSG00000215548 4 4 2 2 6 4
ENSG00000215621 28 9 8 11 50 16
ENSG00000215630 7 4 8 3 6 11
ENSG00000215695 31 34 30 54 43 66
ENSG00000215699 38 44 50 33 66 75
ENSG00000215700 4 2 2 1 4 9
ENSG00000215712 173 169 193 141 255 276
ENSG00000215717 1313 1100 1398 1285 930 1248
ENSG00000215769 49 41 60 40 68 131
ENSG00000215781 245 234 261 165 385 477
ENSG00000215784 8 6 14 9 7 17
ENSG00000215788 58 45 62 44 57 61
ENSG00000215790 38 34 58 43 42 42
ENSG00000215791 12 12 10 16 22 14
ENSG00000215883 27 49 42 51 26 83
ENSG00000215908 138 119 152 122 187 245
ENSG00000215910 6 10 15 20 6 1
ENSG00000216285 4 5 5 3 7 2
ENSG00000216588 1 2 5 1 0 3
ENSG00000216775 71 67 61 36 65 111
ENSG00000216809 5 4 2 1 6 9
ENSG00000216895 2 4 7 1 13 27
ENSG00000217128 607 376 733 615 425 650
ENSG00000217165 27 17 23 30 19 28
ENSG00000217241 3 0 2 0 2 1
ENSG00000217555 185 128 176 154 124 166
ENSG00000217648 3 0 1 0 2 6
ENSG00000217801 24 21 35 33 14 17
ENSG00000217930 116 103 119 82 85 126
ENSG00000218175 2 1 2 1 3 3
ENSG00000218226 7 6 5 4 16 39
ENSG00000218227 2 0 2 1 1 1
ENSG00000218283 156 157 202 144 216 286
ENSG00000218336 1032 989 1033 748 1152 1392
ENSG00000218426 29 19 24 21 24 39
ENSG00000218510 41 28 62 58 61 71
ENSG00000218537 55 42 39 43 10 12
ENSG00000218739 760 642 811 601 565 714
ENSG00000218891 270 249 349 254 194 242
ENSG00000219200 2483 1833 2653 1998 1676 1763
ENSG00000219201 2 3 1 4 1 5
ENSG00000219470 2 1 2 0 1 3
ENSG00000219481 501 421 544 345 730 991
ENSG00000219507 3 1 0 1 1 1
ENSG00000219545 106 81 134 110 109 108
ENSG00000219607 71 92 85 64 11 17
ENSG00000219626 74 34 41 47 66 89
ENSG00000219665 33 37 38 24 36 34
ENSG00000219747 3 4 8 0 2 1
ENSG00000219755 25 23 29 19 21 16
ENSG00000219891 4 7 7 8 9 8
ENSG00000219992 0 1 0 3 0 2
ENSG00000220023 114 92 149 105 151 129
ENSG00000220201 9 13 8 18 23 24
ENSG00000220205 579 499 564 466 576 694
ENSG00000220563 1 1 2 1 3 0
ENSG00000220749 46 45 46 40 20 23
ENSG00000220785 80 50 109 89 70 79
ENSG00000220793 2 2 2 4 1 1
ENSG00000220804 12 8 21 8 19 24
ENSG00000220842 16 10 21 14 8 6
ENSG00000220848 5 2 8 5 10 16
ENSG00000221817 15 18 31 17 29 36
ENSG00000221821 16 13 14 15 22 29
ENSG00000221823 1228 942 1301 981 1282 1708
ENSG00000221829 113 89 117 94 107 151
ENSG00000221838 330 314 446 329 287 371
ENSG00000221852 167 131 72 61 145 146
ENSG00000221869 3837 3423 4335 4037 2638 2796
ENSG00000221878 3 15 10 19 3 2
ENSG00000221883 3 4 3 5 10 23
ENSG00000221886 62 66 92 69 90 92
ENSG00000221887 10 15 13 15 12 11
ENSG00000221890 14 17 8 9 62 54
ENSG00000221909 132 99 135 98 94 114
ENSG00000221914 1038 768 1146 761 789 1111
ENSG00000221923 125 129 163 117 129 137
ENSG00000221926 606 407 854 457 658 837
ENSG00000221930 3 3 7 5 1 1
ENSG00000221944 21 24 15 13 45 56
ENSG00000221949 7 4 5 5 5 3
ENSG00000221955 380 323 499 351 375 503
ENSG00000221963 82 85 72 55 216 318
ENSG00000221968 2057 1649 3136 2242 1181 1717
ENSG00000221978 2493 2072 3128 1873 4084 5567
ENSG00000221983 5258 4455 6134 4815 3597 3763
ENSG00000221988 231 180 247 209 235 242
ENSG00000221990 16 9 16 14 31 43
ENSG00000221994 34 30 33 16 10 9
ENSG00000221995 21 25 17 23 39 42
ENSG00000222009 160 137 139 93 208 229
ENSG00000222011 38 20 22 13 35 57
ENSG00000222019 4 3 8 3 10 15
ENSG00000222032 0 1 0 1 0 2
ENSG00000222041 510 477 591 454 489 598
ENSG00000222047 28 12 21 7 27 52
ENSG00000223380 2095 1820 2312 1917 2121 2226
ENSG00000223390 5 13 9 13 7 6
ENSG00000223396 6 8 14 11 9 6
ENSG00000223403 24 27 12 7 72 142
ENSG00000223414 9 14 0 1 53 25
ENSG00000223459 95 107 120 105 145 159
ENSG00000223474 14 7 9 5 17 26
ENSG00000223477 38 30 26 14 55 57
ENSG00000223478 16 14 23 19 20 12
ENSG00000223482 157 120 155 103 120 145
ENSG00000223485 36 28 50 48 8 5
ENSG00000223496 100 74 106 57 122 167
ENSG00000223501 498 408 686 483 734 905
ENSG00000223508 24 13 22 22 27 20
ENSG00000223509 49 45 50 63 49 81
ENSG00000223546 9 25 21 33 21 22
ENSG00000223547 81 43 116 80 85 130
ENSG00000223609 211 133 184 144 107 102
ENSG00000223612 2 1 2 3 2 1
ENSG00000223658 0 9 13 1 9 11
ENSG00000223705 225 228 296 219 327 506
ENSG00000223745 106 97 144 114 124 169
ENSG00000223749 28 27 22 11 120 227
ENSG00000223768 49 39 60 55 61 83
ENSG00000223770 28 18 24 14 0 1
ENSG00000223773 27 17 41 24 25 31
ENSG00000223797 12 14 16 9 10 16
ENSG00000223799 80 43 64 36 30 74
ENSG00000223802 5 4 5 5 10 21
ENSG00000223804 3 3 2 0 1 1
ENSG00000223820 4 2 2 2 2 0
ENSG00000223865 35 31 36 27 85 62
ENSG00000223891 46 26 37 58 20 31
ENSG00000223953 113 93 184 127 139 232
ENSG00000223959 54 37 61 36 119 138
ENSG00000223960 33 44 56 36 50 77
ENSG00000224020 11 9 10 8 7 11
ENSG00000224032 159 135 173 169 155 187
ENSG00000224043 9 4 6 6 7 5
ENSG00000224051 304 240 307 278 226 211
ENSG00000224066 0 1 0 2 2 2
ENSG00000224078 685 588 739 464 949 1381
ENSG00000224080 2 1 0 1 1 1
ENSG00000224081 17 9 8 3 12 12
ENSG00000224113 73 26 46 49 60 78
ENSG00000224152 15 12 16 13 20 11
ENSG00000224167 2 2 3 0 3 3
ENSG00000224183 2 1 2 1 3 0
ENSG00000224186 45 26 14 22 56 82
ENSG00000224287 92 89 115 106 39 50
ENSG00000224376 1 3 8 3 3 4
ENSG00000224389 36 21 55 42 16 22
