CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000058063 1426 1282 1894 1424 1079 1586
ENSG00000058085 194 318 168 177 130 134
ENSG00000058091 540 439 695 483 449 533
ENSG00000058262 14951 12539 17965 13087 12190 16805
ENSG00000058272 1940 1453 2377 1674 2146 3200
ENSG00000058453 269 245 310 251 402 455
ENSG00000058600 329 306 325 305 357 468
ENSG00000058668 10346 8955 12396 9372 7343 9870
ENSG00000058673 3100 2381 3671 2177 2651 3543
ENSG00000058729 342 298 353 274 399 582
ENSG00000058799 448 375 653 408 285 371
ENSG00000058804 415 307 528 291 427 755
ENSG00000059122 892 759 1219 1144 782 911
ENSG00000059145 451 398 483 381 371 415
ENSG00000059377 435 292 834 474 209 399
ENSG00000059378 124 117 180 95 135 200
ENSG00000059573 2258 1833 2465 1952 2555 3271
ENSG00000059588 143 132 126 77 275 337
ENSG00000059691 139 188 269 198 254 287
ENSG00000059728 196 128 190 140 159 201
ENSG00000059758 713 580 759 633 755 943
ENSG00000059769 634 490 881 642 417 631
ENSG00000059804 5221 4367 6685 6101 2741 4711
ENSG00000059915 45 23 36 20 49 37
ENSG00000060069 485 510 680 444 524 667
ENSG00000060138 4059 3460 4403 3557 2702 3323
ENSG00000060237 3188 2790 3928 3096 2708 3462
ENSG00000060339 743 611 862 616 1343 1881
ENSG00000060491 813 600 895 679 707 970
ENSG00000060642 255 233 301 288 178 234
ENSG00000060656 306 281 140 103 314 334
ENSG00000060688 356 249 407 302 362 514
ENSG00000060718 295 369 158 98 538 1243
ENSG00000060749 721 589 844 569 674 1045
ENSG00000060762 126 86 141 93 126 138
ENSG00000060971 262 259 355 284 624 714
ENSG00000060982 4773 4238 5528 4797 6760 9278
ENSG00000061273 2044 1609 2578 1901 1559 1933
ENSG00000061337 56 27 97 51 85 118
ENSG00000061656 105 93 122 92 52 53
ENSG00000061676 5720 4437 7285 5361 4378 6200
ENSG00000061794 490 386 518 388 519 665
ENSG00000061918 20 16 30 36 140 151
ENSG00000061936 619 464 844 625 712 894
ENSG00000061938 443 374 516 467 356 443
ENSG00000061987 1399 1193 1685 1289 1322 1686
ENSG00000062194 1306 1076 1679 1273 969 1250
ENSG00000062282 11 6 5 24 34 35
ENSG00000062370 47 28 40 15 72 90
ENSG00000062485 2501 1948 3223 2234 2285 3014
ENSG00000062524 41 28 17 13 36 59
ENSG00000062582 1137 948 1411 1031 659 751
ENSG00000062598 611 460 654 420 491 678
ENSG00000062650 853 718 966 758 1000 1301
ENSG00000062716 2062 1541 2475 1662 2433 3387
ENSG00000062725 1166 937 1428 1093 885 1152
ENSG00000062822 345 320 396 293 254 425
ENSG00000063046 10891 9330 12858 11127 7965 9397
ENSG00000063169 245 202 268 221 195 232
ENSG00000063176 224 193 223 123 197 231
ENSG00000063177 8937 7441 11413 8630 6331 6840
ENSG00000063180 16 19 16 20 22 16
ENSG00000063241 449 336 478 339 486 560
ENSG00000063244 1701 1261 1868 1205 2350 2747
ENSG00000063245 3418 2591 4060 3109 2260 2653
ENSG00000063322 865 792 1056 917 593 800
ENSG00000063438 1665 1335 2029 1605 899 1081
ENSG00000063587 560 454 762 546 513 588
ENSG00000063601 1162 1055 1739 1172 856 1148
ENSG00000063660 8500 7937 12467 10874 5583 7350
ENSG00000063761 32 31 22 13 51 64
ENSG00000063854 290 286 417 308 337 309
ENSG00000063978 1162 924 1376 853 959 1243
ENSG00000064012 198 163 211 131 273 368
ENSG00000064042 27 24 24 24 307 183
ENSG00000064102 252 198 319 208 320 482
ENSG00000064115 658 559 707 610 680 865
ENSG00000064199 70 48 102 62 115 130
ENSG00000064205 21 22 8 12 1 8
ENSG00000064225 6 14 15 20 3 6
ENSG00000064309 39 40 46 56 56 83
ENSG00000064313 570 465 684 474 593 829
ENSG00000064393 4967 4428 8126 6130 2990 4040
ENSG00000064419 996 838 1129 931 807 1050
ENSG00000064489 101 91 83 68 31 49
ENSG00000064490 447 386 557 343 466 583
ENSG00000064545 446 382 489 364 437 478
ENSG00000064547 49 45 75 48 54 38
ENSG00000064601 4688 4228 5323 4240 3404 4542
ENSG00000064607 1210 1112 1678 993 1245 1993
ENSG00000064651 282 235 426 228 300 456
ENSG00000064652 218 175 198 160 191 245
ENSG00000064655 792 520 1263 1187 194 298
ENSG00000064666 8459 6164 10038 6185 9403 11251
ENSG00000064687 149 142 192 106 118 144
ENSG00000064692 311 252 352 245 163 175
ENSG00000064703 214 169 205 140 232 355
ENSG00000064726 1467 1183 1693 1291 1284 1685
ENSG00000064932 3039 2398 4358 3166 2030 2709
ENSG00000064933 302 218 388 181 275 424
ENSG00000064961 1525 1334 2151 1596 1245 1476
ENSG00000064989 3 6 8 13 23 30
ENSG00000064995 242 206 263 180 303 360
ENSG00000064999 314 297 381 288 335 430
ENSG00000065000 3653 3030 4172 3236 2854 3602
ENSG00000065029 319 254 367 285 324 397
ENSG00000065054 3412 2813 4213 3378 1273 2057
ENSG00000065057 173 174 265 174 178 230
ENSG00000065060 184 236 237 207 295 427
ENSG00000065135 1378 1064 1435 1013 1541 2052
ENSG00000065150 4141 3334 5494 4196 4197 5684
ENSG00000065154 2105 1770 2620 2116 1642 2190
ENSG00000065183 238 199 249 160 458 574
ENSG00000065243 1106 946 1230 942 885 1452
ENSG00000065268 478 328 570 370 549 657
ENSG00000065308 7539 6721 8570 6670 5906 8495
ENSG00000065328 38 47 36 28 44 120
ENSG00000065357 1460 1163 1605 1286 1060 1577
ENSG00000065361 75 51 207 153 33 20
ENSG00000065413 5 8 19 9 40 69
ENSG00000065427 1695 1264 1944 1451 2252 2896
ENSG00000065457 120 124 119 75 214 278
ENSG00000065485 751 650 884 755 508 743
ENSG00000065491 282 249 345 275 178 210
ENSG00000065518 995 797 1113 816 811 931
ENSG00000065526 972 771 1136 725 853 1274
ENSG00000065534 30103 21734 48904 31471 26578 32446
ENSG00000065548 731 509 745 561 995 1217
ENSG00000065559 870 638 1041 716 586 801
ENSG00000065600 172 143 217 119 155 207
ENSG00000065613 1643 1482 1986 1552 1390 2189
ENSG00000065615 215 176 238 178 199 246
ENSG00000065665 144 105 169 164 168 228
ENSG00000065717 6 9 15 15 8 10
ENSG00000065802 1257 1186 1286 942 1396 1719
ENSG00000065809 4027 3202 4529 3175 2535 3766
ENSG00000065833 769 603 953 583 1194 1393
ENSG00000065882 1813 1474 2594 2072 697 1018
ENSG00000065883 1086 833 1242 939 958 1403
ENSG00000065911 1119 823 989 598 3264 4297
ENSG00000065923 479 457 431 407 310 388
ENSG00000065970 534 487 731 530 527 718
ENSG00000065978 11209 8893 13528 9915 11684 12560
ENSG00000065989 555 524 817 635 361 417
ENSG00000066027 917 770 1125 907 473 651
ENSG00000066044 937 756 1118 741 1115 1482
ENSG00000066056 18 14 16 11 30 58
ENSG00000066084 667 537 789 558 725 920
ENSG00000066117 771 690 965 707 748 1008
ENSG00000066135 529 443 618 377 880 1052
ENSG00000066136 317 244 394 282 375 503
ENSG00000066279 235 266 377 264 453 795
ENSG00000066322 1327 1144 1624 1126 1551 2067
ENSG00000066379 93 100 145 124 90 127
ENSG00000066422 339 286 442 298 409 492
ENSG00000066427 281 224 360 271 256 327
ENSG00000066455 1129 918 1355 1098 1134 1351
ENSG00000066557 242 177 272 206 299 334
ENSG00000066583 137 126 126 77 197 262
ENSG00000066629 2695 2180 3428 2362 1365 2347
ENSG00000066651 244 188 259 189 204 326
ENSG00000066654 537 534 616 573 505 728
ENSG00000066697 874 647 1092 837 682 830
ENSG00000066739 453 443 544 393 558 749
ENSG00000066777 1690 1253 2070 1753 1151 1664
ENSG00000066827 309 183 335 260 205 220
ENSG00000066855 508 321 601 430 353 517
ENSG00000066923 12 18 13 11 36 29
ENSG00000066926 399 341 497 301 493 607
ENSG00000066933 624 570 821 655 582 856
ENSG00000067057 8134 6316 8955 5927 9696 12215
ENSG00000067064 451 339 615 382 457 591
ENSG00000067066 1089 925 1389 992 1020 1353
ENSG00000067082 2063 1749 2717 2118 1760 2590
ENSG00000067113 384 336 497 470 353 548
ENSG00000067141 706 689 953 700 1952 2790
ENSG00000067167 18700 14583 22857 17373 11667 17984
ENSG00000067177 207 157 224 182 136 175
ENSG00000067182 4033 3255 4863 3723 2956 4097
ENSG00000067191 101 133 99 84 100 148
ENSG00000067208 1219 951 1425 816 790 1106
ENSG00000067221 271 275 384 306 231 342
ENSG00000067225 46148 35098 64733 39745 51179 64808
ENSG00000067248 712 506 945 560 931 1270
ENSG00000067334 540 412 608 416 752 863
ENSG00000067365 410 287 444 316 334 419
ENSG00000067369 1648 1326 1940 1320 1793 2357
ENSG00000067445 353 265 235 141 685 1015
ENSG00000067533 173 172 181 164 295 398
ENSG00000067560 10998 8528 13991 10357 8978 11650
ENSG00000067596 670 549 853 590 738 928
ENSG00000067601 11 4 9 3 14 9
ENSG00000067606 20 24 25 23 43 51
ENSG00000067704 2517 2035 3023 2377 2283 3054
ENSG00000067798 746 657 978 385 851 1166
ENSG00000067829 588 554 885 554 572 718
ENSG00000067836 127 117 193 84 224 262
ENSG00000067900 1361 1117 1462 1165 1632 2022
ENSG00000067955 756 545 808 467 679 914
ENSG00000067992 40 30 30 9 45 39
ENSG00000068001 863 740 995 522 619 732
ENSG00000068024 618 539 589 472 462 566
ENSG00000068028 871 756 944 754 412 579
ENSG00000068078 13 15 19 8 8 11
ENSG00000068079 178 133 268 145 207 235
ENSG00000068097 486 348 552 474 494 699
ENSG00000068120 1358 1046 1588 1220 903 1297
ENSG00000068137 348 317 448 279 208 295
ENSG00000068305 1223 1065 1314 929 742 1136
ENSG00000068308 1358 1132 1754 1328 1077 1283
ENSG00000068323 2990 2359 4063 2832 1892 2415
ENSG00000068354 322 294 418 268 248 259
ENSG00000068366 2535 1834 2856 1947 2590 3445
ENSG00000068383 555 491 792 533 346 454
ENSG00000068394 233 226 288 199 296 351
ENSG00000068400 487 369 613 433 759 961
ENSG00000068438 595 570 918 626 547 689
ENSG00000068489 281 265 357 299 323 533
ENSG00000068650 2054 1843 2442 1848 1259 1740
ENSG00000068654 532 422 581 324 967 1347
ENSG00000068697 5221 4409 5731 4751 5055 6972
ENSG00000068724 637 600 816 646 566 755
ENSG00000068745 836 691 1008 661 1084 1306
ENSG00000068784 121 93 128 128 204 237
ENSG00000068793 3784 3134 4874 3529 2797 3713
ENSG00000068796 536 428 727 470 530 803
ENSG00000068831 15 14 13 22 29 45
ENSG00000068878 1589 1245 1933 1245 1707 2266
ENSG00000068885 760 558 850 538 741 1022
ENSG00000068903 671 561 845 660 646 689
ENSG00000068912 2701 2277 3174 2619 1724 2259
ENSG00000068971 759 627 868 455 533 660
ENSG00000069011 935 802 1172 1110 1663 1700
ENSG00000069020 493 442 622 509 305 380
ENSG00000069248 773 630 987 691 784 946
ENSG00000069275 3410 2854 3608 2560 3809 4915
ENSG00000069329 2369 1905 3011 2259 2248 3069
ENSG00000069345 929 781 1202 841 1065 1420
ENSG00000069399 777 579 971 607 727 813
ENSG00000069424 170 155 213 131 91 99
ENSG00000069431 102 87 40 23 79 73
ENSG00000069482 4 4 0 1 4 5
ENSG00000069493 9 9 14 8 13 37
ENSG00000069509 119 86 147 115 162 195
ENSG00000069667 943 788 957 969 332 515
ENSG00000069696 7 4 3 4 3 2
ENSG00000069702 1104 964 1709 1449 501 805
ENSG00000069712 244 218 662 363 170 363
ENSG00000069849 2321 1891 2673 2021 1898 2893
ENSG00000069869 4048 3184 6120 3931 1555 2501
ENSG00000069943 172 145 216 168 170 229
ENSG00000069956 1200 833 1289 997 1155 1489
ENSG00000069966 843 635 982 655 571 699
ENSG00000069974 484 387 526 410 414 524
ENSG00000069998 298 202 211 139 439 490
ENSG00000070010 442 405 590 283 707 846
ENSG00000070018 944 753 1063 652 956 1454
ENSG00000070047 1096 923 1396 816 1063 1429
ENSG00000070061 853 781 1084 858 856 1186
ENSG00000070081 2744 2067 3183 2737 1821 2580
ENSG00000070087 3106 2746 3346 2688 3012 3488
ENSG00000070159 73 45 61 45 15 34
ENSG00000070214 1157 1011 1257 1070 707 988
ENSG00000070269 421 358 517 380 330 469
ENSG00000070366 1535 1242 1807 1328 1316 1644
ENSG00000070367 1558 1247 1875 1232 1401 1843
ENSG00000070371 225 156 337 238 254 282
ENSG00000070404 2305 1980 2581 2025 1414 1964
ENSG00000070413 1969 1481 2441 1791 1273 1554
ENSG00000070423 607 466 617 370 559 584
ENSG00000070444 389 395 419 501 406 485
ENSG00000070476 338 289 380 299 159 258
ENSG00000070495 654 453 799 558 526 725
ENSG00000070501 191 147 229 140 145 163
ENSG00000070540 1848 1592 1952 1710 1059 1283
ENSG00000070610 615 561 702 448 671 827
ENSG00000070614 4739 4192 5374 4152 4676 6302
ENSG00000070669 618 498 516 268 2987 4356
ENSG00000070718 413 363 510 315 298 507
ENSG00000070731 48 29 75 67 19 13
ENSG00000070756 18910 15139 23717 20399 13275 17091
ENSG00000070759 44 40 59 50 19 43
ENSG00000070761 311 257 445 242 275 413
ENSG00000070770 979 869 1201 992 987 1191
ENSG00000070778 2357 1870 2813 2034 1275 1985
ENSG00000070785 350 303 462 249 439 571
ENSG00000070814 1015 914 1336 1084 1148 1567
ENSG00000070831 4100 3278 5280 3314 3729 4786
ENSG00000070882 2207 1816 3214 2051 1049 1552
ENSG00000070950 207 218 258 201 152 250
ENSG00000070961 1014 800 870 859 1193 1994
ENSG00000071051 832 674 1210 888 545 718
ENSG00000071054 5047 4237 5534 4343 5001 5895
ENSG00000071082 8137 6953 9260 7126 6350 7008
ENSG00000071127 15574 12399 18708 11668 14294 18349
ENSG00000071189 752 625 893 690 617 1015
ENSG00000071205 949 771 1257 813 912 1118
ENSG00000071242 3761 2895 4104 2762 3766 4639
ENSG00000071243 133 110 135 73 120 183
ENSG00000071246 308 287 412 223 536 554
ENSG00000071282 381 307 275 185 637 703
ENSG00000071462 487 444 624 373 703 830
ENSG00000071537 3068 2673 3289 2539 3160 4493
ENSG00000071539 134 123 159 113 159 286
ENSG00000071553 2188 1927 2713 2041 1894 2577
ENSG00000071564 1884 1454 2268 1531 1361 1622
ENSG00000071575 653 468 590 505 433 704
ENSG00000071626 1414 1114 1654 1155 1558 2019
ENSG00000071655 1950 1695 2391 1611 1430 1643
ENSG00000071794 1353 1135 1608 1082 764 1213
ENSG00000071859 1427 1273 1986 1426 1298 1531
ENSG00000071889 1032 894 1329 991 541 673
ENSG00000071894 1874 1569 2090 1621 1676 1924
ENSG00000071967 7479 6829 9651 8777 3634 6000
ENSG00000071994 637 448 646 456 598 715
ENSG00000072041 142 132 87 55 35 81
ENSG00000072042 1154 772 1365 816 1371 1959
ENSG00000072062 1738 1477 2251 1514 1459 1745
ENSG00000072071 58 36 66 37 78 72
ENSG00000072110 26750 20649 33101 19242 26791 35317
ENSG00000072121 464 490 672 478 372 535
ENSG00000072133 97 75 79 57 168 121
ENSG00000072134 1881 1476 2391 1722 1020 1390
ENSG00000072135 126 122 161 120 227 290
ENSG00000072163 1308 1081 1920 1369 927 1254
ENSG00000072195 1715 1305 2052 1335 1566 1796
ENSG00000072201 41 23 43 21 34 38
ENSG00000072210 114 105 157 178 88 129
ENSG00000072274 3224 2203 3132 1243 7335 10254
ENSG00000072310 883 686 1338 729 938 1362
ENSG00000072364 2529 2075 2777 2000 2713 3585
ENSG00000072401 321 226 329 269 249 313
ENSG00000072415 1021 776 1284 946 841 1190
ENSG00000072422 680 525 922 700 488 962
ENSG00000072501 1019 846 1298 729 1305 1990
ENSG00000072506 181 198 248 119 477 527
ENSG00000072518 606 470 611 378 518 712
ENSG00000072571 77 75 144 73 216 400
ENSG00000072609 613 515 648 480 518 801
ENSG00000072657 2604 2258 3331 2233 1692 2273
ENSG00000072682 6344 5708 6675 5864 5284 6934
ENSG00000072736 533 409 662 463 466 600
ENSG00000072756 220 175 262 151 385 423
ENSG00000072778 2507 2268 2776 1910 4158 4948
ENSG00000072786 865 802 919 750 833 1081
ENSG00000072803 1522 1278 1910 1632 1128 1586
ENSG00000072818 18 24 12 26 10 23
ENSG00000072832 220 216 351 264 212 328
ENSG00000072840 4453 3806 6265 4601 1893 2657
ENSG00000072849 607 416 686 422 589 786
ENSG00000072864 570 430 687 484 283 367
ENSG00000072952 1319 963 2268 1317 1418 1978
ENSG00000072954 7 10 4 4 12 7
ENSG00000072958 2039 1704 2625 1839 1490 1934
ENSG00000073008 2907 2335 3684 2134 3102 5169
ENSG00000073009 214 149 308 178 282 327
ENSG00000073050 401 352 557 387 376 446
ENSG00000073060 841 776 1107 862 386 511
ENSG00000073111 232 247 303 141 260 555
ENSG00000073146 51 30 80 73 82 110
ENSG00000073150 34 13 38 51 59 48
ENSG00000073169 482 398 657 375 337 396
ENSG00000073331 701 627 1016 734 310 475
ENSG00000073417 697 633 789 678 488 669
ENSG00000073464 49 58 72 34 81 106
ENSG00000073536 223 191 196 179 250 294
ENSG00000073578 2265 1953 3180 2635 2186 2727
ENSG00000073584 2181 1749 2705 1834 2558 3151
ENSG00000073605 122 118 219 153 163 199
ENSG00000073614 1107 869 1355 899 1002 1293
ENSG00000073711 1052 778 1132 877 588 854
ENSG00000073712 5097 3755 5644 4216 6799 9203
ENSG00000073756 245 209 96 128 193 228
ENSG00000073792 3408 2620 4673 3461 2331 3283
ENSG00000073803 128 117 131 82 143 187
ENSG00000073905 1 0 2 1 2 0
ENSG00000073910 760 678 870 699 945 1251
ENSG00000073921 4496 3392 5115 3484 3577 5325
ENSG00000073969 956 768 1323 850 799 965
ENSG00000074047 864 776 1088 663 789 1056
ENSG00000074054 1838 1476 2184 1553 1463 1948
ENSG00000074071 732 690 1007 705 770 792
ENSG00000074181 2380 1911 2691 1723 1860 2156
ENSG00000074201 1056 874 1316 1188 962 1267
ENSG00000074219 615 399 637 328 626 737
ENSG00000074266 213 123 257 216 197 214
ENSG00000074319 1073 753 1279 981 918 1164
ENSG00000074356 498 422 655 525 672 864
ENSG00000074370 87 47 137 93 97 126
ENSG00000074410 859 645 812 620 549 767
ENSG00000074416 13151 9860 19378 12132 3628 5875
ENSG00000074527 9650 7245 11484 8172 4606 8155
ENSG00000074582 159 160 232 151 249 342
ENSG00000074590 361 311 360 232 501 600
ENSG00000074603 960 835 1193 867 937 1223
ENSG00000074621 112 94 115 113 193 269
ENSG00000074657 1875 1348 2203 1600 1354 1905
ENSG00000074695 6577 5708 7203 6557 5120 7304
ENSG00000074696 1623 1222 1809 1275 1720 2354
ENSG00000074755 1213 1161 1582 1328 993 1376
ENSG00000074800 27365 21005 34184 20997 41518 53374
ENSG00000074842 2820 2610 3160 2500 3386 4129
ENSG00000074855 282 254 424 244 262 377
ENSG00000074935 145 108 109 128 225 297
ENSG00000074964 349 291 475 305 244 299
ENSG00000075089 352 255 359 283 330 392
ENSG00000075131 43 49 48 30 55 102
ENSG00000075142 997 766 1042 772 989 1312
ENSG00000075151 4001 3291 4523 3275 3647 4655
ENSG00000075188 302 214 377 356 239 330
ENSG00000075213 1871 1378 2129 1284 1765 2751
ENSG00000075218 115 93 153 91 78 222
ENSG00000075223 1113 872 1164 820 1952 2137
ENSG00000075234 588 465 888 548 509 657
ENSG00000075239 517 504 718 458 759 1093
ENSG00000075240 263 328 225 352 233 298
ENSG00000075292 1432 1134 1765 1256 1277 1754
ENSG00000075303 145 121 167 145 117 153
ENSG00000075336 252 234 258 217 328 447
ENSG00000075391 791 649 876 743 905 1281
ENSG00000075399 668 474 743 551 489 534
ENSG00000075407 313 208 333 229 300 445
ENSG00000075413 1423 1090 1790 1197 1362 1659
ENSG00000075415 8250 6585 10470 7328 7656 9511
ENSG00000075420 6929 5817 7645 5021 5291 7909
ENSG00000075426 3404 2942 3959 2768 3070 3929
ENSG00000075539 1013 809 1237 877 751 1145
ENSG00000075568 1570 1391 1649 1348 1422 1978
ENSG00000075618 8832 7095 10477 7283 7316 8417
ENSG00000075624 178117 133023 242276 154776 131800 168741
ENSG00000075643 499 418 807 806 179 291
ENSG00000075651 633 538 662 440 517 748
ENSG00000075702 60 66 64 51 89 146
ENSG00000075711 1162 916 1318 824 1143 1612
ENSG00000075785 3969 3212 5111 3753 3919 4986
ENSG00000075790 1081 890 1375 907 693 1031
ENSG00000075826 89 70 81 73 152 230
ENSG00000075856 644 516 891 603 741 1007
ENSG00000075914 279 226 382 254 358 455
ENSG00000075945 412 320 532 367 417 640
ENSG00000075975 1198 906 1407 1196 888 1138
ENSG00000076003 300 263 314 184 444 673
ENSG00000076043 1667 1416 1799 1366 2408 2673
ENSG00000076053 1018 754 1002 867 660 960
ENSG00000076067 1801 1416 2245 1491 825 1274
ENSG00000076108 2249 1758 2925 2296 1556 2238
ENSG00000076201 1575 1147 1742 1326 1129 1514
ENSG00000076242 349 293 426 328 550 728
ENSG00000076248 337 227 365 283 277 380
ENSG00000076321 405 344 479 361 496 601
ENSG00000076344 53 68 85 116 52 96
ENSG00000076351 167 131 213 240 101 158
ENSG00000076356 53 52 73 60 37 84
ENSG00000076382 183 221 304 219 263 484
ENSG00000076513 6726 5099 8336 6800 4939 6080
ENSG00000076555 52 53 90 43 67 89
ENSG00000076604 510 384 542 319 496 521
ENSG00000076641 635 540 840 648 305 651
ENSG00000076650 136 116 211 131 121 182
ENSG00000076662 130 94 120 110 145 144
ENSG00000076685 1560 1355 2092 1371 1495 2330
ENSG00000076706 968 642 1059 591 1810 2604
ENSG00000076924 888 772 1240 948 656 823
ENSG00000076928 1428 1129 1714 1049 1439 1874
ENSG00000076944 370 307 384 430 101 96
ENSG00000076984 739 557 850 678 511 642
ENSG00000077044 665 514 825 536 414 550
ENSG00000077063 71 54 153 108 58 85
ENSG00000077097 2697 2130 3450 2142 3314 4371
ENSG00000077147 3548 3145 3872 2942 3464 4941
ENSG00000077150 1711 1316 2115 1197 1139 1464
ENSG00000077152 95 85 139 89 94 160
ENSG00000077157 548 454 789 386 756 873
ENSG00000077232 1853 1476 2007 1288 2256 3117
ENSG00000077235 2251 1789 2838 2043 2251 2879
ENSG00000077238 3832 2687 4530 3721 1596 2408
ENSG00000077254 1255 1024 1638 1153 1109 1561
ENSG00000077312 732 470 863 680 621 811
ENSG00000077348 51 48 57 46 97 112
ENSG00000077380 2357 1678 3037 1769 2484 3461
ENSG00000077420 3 4 8 9 8 14
ENSG00000077454 986 771 1158 772 851 1055
ENSG00000077458 153 161 217 166 259 376
ENSG00000077463 189 176 231 184 234 248
ENSG00000077514 384 295 386 297 253 390
ENSG00000077549 5105 3659 6146 4237 4803 5494
ENSG00000077585 257 223 275 181 201 305
