CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000063241 36 32 32 32 45 42
ENSG00000063244 100 91 94 84 163 152
ENSG00000063245 38 35 39 41 30 28
ENSG00000063322 44 49 46 54 35 38
ENSG00000063438 53 52 56 60 34 32
ENSG00000063587 16 16 18 18 17 16
ENSG00000063601 46 51 59 55 40 43
ENSG00000063660 414 470 519 622 320 336
ENSG00000063761 2 2 1 1 3 3
ENSG00000063854 20 24 25 25 27 20
ENSG00000063978 51 49 52 44 50 51
ENSG00000064012 12 12 11 10 20 21
ENSG00000064042 1 1 0 1 8 4
ENSG00000064102 17 17 19 17 26 31
ENSG00000064115 28 29 25 30 34 34
ENSG00000064199 3 2 3 3 5 4
ENSG00000064205 1 2 0 1 0 0
ENSG00000064225 0 1 1 1 0 0
ENSG00000064309 1 1 1 1 1 2
ENSG00000064313 15 15 15 14 18 20
ENSG00000064393 59 64 82 85 42 45
ENSG00000064419 40 41 39 44 38 40
ENSG00000064489 10 11 7 8 4 5
ENSG00000064490 59 62 63 53 72 72
ENSG00000064545 36 37 34 34 41 36
ENSG00000064547 3 4 5 4 5 3
ENSG00000064601 128 140 124 136 109 116
ENSG00000064607 35 40 42 34 43 55
ENSG00000064651 7 8 10 7 9 11
ENSG00000064652 20 19 15 17 20 21
ENSG00000064655 55 44 75 97 16 19
ENSG00000064666 676 599 686 581 883 844
ENSG00000064687 4 5 4 3 4 4
ENSG00000064692 11 11 11 10 7 6
ENSG00000064703 5 5 4 4 7 8
ENSG00000064726 83 82 82 86 86 90
ENSG00000064932 112 108 138 137 88 94
ENSG00000064933 16 14 18 11 17 21
ENSG00000064961 113 121 137 140 109 103
ENSG00000064989 0 0 0 0 1 1
ENSG00000064995 9 9 8 8 13 12
ENSG00000064999 9 10 9 10 11 12
ENSG00000065000 131 132 128 136 120 121
ENSG00000065029 12 12 12 13 15 15
ENSG00000065054 286 287 302 333 125 162
ENSG00000065057 29 36 38 35 36 37
ENSG00000065060 3 5 4 5 7 8
ENSG00000065135 28 26 25 24 36 39
ENSG00000065150 125 122 142 149 149 161
ENSG00000065154 187 191 199 221 171 183
ENSG00000065183 4 4 4 3 10 10
ENSG00000065243 33 34 31 33 31 41
ENSG00000065268 57 48 58 52 77 73
ENSG00000065308 194 210 188 201 178 205
ENSG00000065328 1 2 1 1 2 4
ENSG00000065357 49 47 46 50 42 49
ENSG00000065361 2 2 5 5 1 1
ENSG00000065413 0 0 0 0 1 2
ENSG00000065427 127 115 124 128 198 203
ENSG00000065457 4 5 3 3 8 8
ENSG00000065485 61 64 61 72 48 57
ENSG00000065491 15 16 15 17 11 10
ENSG00000065518 126 123 121 122 121 111
ENSG00000065526 13 13 13 11 13 16
ENSG00000065534 539 474 749 662 560 545
ENSG00000065548 65 55 57 59 104 102
ENSG00000065559 41 36 42 40 32 35
ENSG00000065600 13 13 14 10 13 14
ENSG00000065613 38 42 39 42 38 48
ENSG00000065615 4 4 4 4 5 5
ENSG00000065665 10 9 10 14 14 16
ENSG00000065717 0 1 1 1 1 1
ENSG00000065802 33 38 29 29 43 42
ENSG00000065809 192 186 185 178 142 169
ENSG00000065833 42 40 44 37 76 71
ENSG00000065882 55 54 67 74 25 29
ENSG00000065883 21 19 20 21 21 25
ENSG00000065911 31 28 24 20 107 112
ENSG00000065923 9 10 7 9 7 7
ENSG00000065970 17 19 20 20 20 22
ENSG00000065978 681 658 703 708 835 717
ENSG00000065989 21 24 26 28 16 14
ENSG00000066027 51 52 54 59 31 34
ENSG00000066044 28 28 29 26 39 42
ENSG00000066056 1 1 1 1 2 3
ENSG00000066084 14 14 14 14 18 18
ENSG00000066117 43 46 46 46 49 52
ENSG00000066135 21 22 21 18 42 40
ENSG00000066136 24 23 26 25 34 36
ENSG00000066279 4 5 5 5 9 12
ENSG00000066322 148 155 155 147 203 216
ENSG00000066379 5 6 6 7 5 6
ENSG00000066422 9 10 10 10 13 13
ENSG00000066427 7 7 8 8 8 8
ENSG00000066455 71 70 73 81 84 80
ENSG00000066557 15 14 15 15 22 20
ENSG00000066583 13 14 10 8 22 23
ENSG00000066629 102 100 111 105 60 83
ENSG00000066651 10 9 9 9 10 12
ENSG00000066654 22 27 22 28 25 28
ENSG00000066697 79 72 85 89 73 71
ENSG00000066739 6 7 6 6 9 10
ENSG00000066777 42 38 44 51 33 39
ENSG00000066827 10 7 9 10 8 7
ENSG00000066855 35 27 35 35 28 33
ENSG00000066923 0 1 0 1 2 1
ENSG00000066926 9 10 10 8 14 13
ENSG00000066933 9 10 10 11 10 12
ENSG00000067057 451 426 425 386 632 636
ENSG00000067064 24 22 28 24 29 30
ENSG00000067066 36 38 40 39 40 42
ENSG00000067082 81 84 92 98 82 96
ENSG00000067113 45 48 50 65 49 60
ENSG00000067141 17 21 20 20 57 65
ENSG00000067167 997 947 1043 1089 732 901
ENSG00000067177 6 6 6 6 5 5
ENSG00000067182 244 240 252 265 210 233
ENSG00000067191 3 6 3 3 4 5
ENSG00000067208 26 25 26 20 20 22
ENSG00000067221 8 10 9 10 8 9
ENSG00000067225 2770 2564 3325 2804 3613 3653
ENSG00000067248 28 24 31 26 42 46
ENSG00000067334 17 15 16 15 27 25
ENSG00000067365 15 13 14 14 14 14
ENSG00000067369 29 28 29 27 37 39
ENSG00000067445 14 13 8 6 31 37
ENSG00000067533 4 5 4 4 8 9
ENSG00000067560 505 477 550 559 485 502
ENSG00000067596 20 19 21 20 25 25
ENSG00000067601 4 2 3 1 6 3
ENSG00000067606 2 2 2 2 4 4
ENSG00000067704 129 127 133 143 138 147
ENSG00000067798 13 14 15 8 18 19
ENSG00000067829 62 71 80 69 71 71
ENSG00000067836 9 10 11 7 18 17
ENSG00000067900 22 22 21 23 32 31
ENSG00000067955 44 38 40 32 46 50
ENSG00000067992 1 1 0 0 1 1
ENSG00000068001 39 40 38 27 33 31
ENSG00000068024 12 13 10 11 11 11
ENSG00000068028 77 81 71 78 43 48
ENSG00000068078 1 1 1 0 0 0
ENSG00000068079 26 24 34 25 36 32
ENSG00000068097 14 13 14 17 17 19
ENSG00000068120 99 93 99 105 78 89
ENSG00000068137 15 16 16 14 10 12
ENSG00000068305 38 40 35 34 27 33
ENSG00000068308 85 86 94 98 79 76
ENSG00000068323 164 158 191 183 122 125
ENSG00000068354 15 17 17 15 14 12
ENSG00000068366 64 56 61 57 76 81
ENSG00000068383 33 36 41 38 25 26
ENSG00000068394 25 30 27 26 38 36
ENSG00000068400 16 14 17 16 28 29
ENSG00000068438 54 63 72 67 59 59
ENSG00000068489 8 9 9 10 11 15
ENSG00000068650 41 45 42 43 29 33
ENSG00000068654 8 7 7 6 16 18
ENSG00000068697 692 712 650 741 788 868
ENSG00000068724 18 20 19 21 18 19
ENSG00000068745 61 61 63 56 93 89
ENSG00000068784 6 6 5 7 12 11
ENSG00000068793 330 333 364 362 287 304
ENSG00000068796 11 11 13 11 13 16
ENSG00000068831 1 1 1 2 2 3
ENSG00000068878 40 38 41 37 50 53
ENSG00000068885 34 30 33 28 39 43
ENSG00000068903 26 26 28 30 29 25
ENSG00000068912 104 107 105 119 78 82
ENSG00000068971 50 51 49 35 42 41
ENSG00000069011 72 76 78 101 151 124
ENSG00000069020 8 9 9 10 6 6
ENSG00000069248 27 27 29 28 32 31
ENSG00000069275 96 98 87 85 127 131
ENSG00000069329 63 62 69 71 71 77
ENSG00000069345 56 57 62 59 75 80
ENSG00000069399 75 68 80 69 82 74
ENSG00000069424 5 6 6 5 3 3
ENSG00000069431 2 2 1 1 2 1
ENSG00000069482 1 1 0 0 1 1
ENSG00000069493 0 0 0 0 1 1
ENSG00000069509 20 18 21 23 32 31
ENSG00000069667 16 16 14 19 7 8
ENSG00000069696 1 1 0 1 0 0
ENSG00000069702 31 33 41 48 17 21
ENSG00000069712 21 23 49 37 17 30
ENSG00000069849 215 214 212 220 207 252
ENSG00000069869 101 97 131 116 46 59
ENSG00000069943 16 17 17 18 19 20
ENSG00000069956 40 33 36 39 45 46
ENSG00000069966 17 16 17 16 14 13
ENSG00000069974 19 18 17 19 19 19
ENSG00000069998 15 12 9 8 26 23
ENSG00000070010 16 18 18 12 30 29
ENSG00000070018 17 16 16 14 20 24
ENSG00000070047 36 37 39 31 41 44
ENSG00000070061 15 17 17 18 18 20
ENSG00000070081 152 140 151 179 119 134
ENSG00000070087 242 260 223 246 276 255
ENSG00000070159 2 1 1 1 0 1
ENSG00000070214 20 21 19 22 14 16
ENSG00000070269 18 19 19 19 16 19
ENSG00000070366 47 46 47 47 47 47
ENSG00000070367 27 26 28 25 28 30
ENSG00000070371 7 6 9 9 10 9
ENSG00000070404 167 174 160 172 120 133
ENSG00000070413 74 68 79 79 56 55
ENSG00000070423 53 49 46 38 57 47
ENSG00000070444 14 18 13 22 18 17
ENSG00000070476 13 14 13 14 7 9
ENSG00000070495 21 18 22 22 20 22
ENSG00000070501 26 24 26 22 23 21
ENSG00000070540 175 184 158 191 118 114
ENSG00000070610 30 33 29 25 38 37
ENSG00000070614 107 115 104 110 124 134
ENSG00000070669 47 46 34 24 267 310
ENSG00000070718 20 22 22 18 17 23
ENSG00000070731 5 3 6 7 2 1
ENSG00000070756 998 973 1071 1266 824 847
ENSG00000070759 3 3 3 3 1 2
ENSG00000070761 35 35 43 32 36 44
ENSG00000070770 24 26 25 29 28 27
ENSG00000070778 66 64 68 67 42 52
ENSG00000070785 33 35 37 28 49 50
ENSG00000070814 35 38 39 44 47 51
ENSG00000070831 71 69 78 67 76 77
ENSG00000070882 59 59 74 65 33 39
ENSG00000070950 6 8 7 7 6 7
ENSG00000070961 25 24 19 25 35 47
ENSG00000071051 56 56 70 71 44 46
ENSG00000071054 115 117 108 116 134 126
ENSG00000071082 633 658 616 651 581 512
ENSG00000071127 597 579 614 526 645 661
ENSG00000071189 20 20 20 22 19 25
ENSG00000071205 21 21 24 21 24 23
ENSG00000071242 114 106 106 98 134 132
ENSG00000071243 6 6 6 4 7 8
ENSG00000071246 9 10 10 7 18 15
ENSG00000071282 8 8 5 5 16 14
ENSG00000071462 73 82 80 66 125 118
ENSG00000071537 70 74 64 68 85 96
ENSG00000071539 10 11 10 10 14 20
ENSG00000071553 88 94 93 96 89 97
ENSG00000071564 72 68 74 69 61 58
ENSG00000071575 27 24 21 25 21 28
ENSG00000071626 65 62 65 62 84 87
ENSG00000071655 62 66 65 60 54 49
ENSG00000071794 46 47 47 43 31 39
ENSG00000071859 176 191 209 206 188 177
ENSG00000071889 47 49 52 53 29 29
ENSG00000071894 76 77 72 77 80 73
ENSG00000071967 320 355 353 441 183 241
ENSG00000071994 34 29 30 29 38 36
ENSG00000072041 4 5 2 2 1 2
ENSG00000072042 52 42 52 43 72 83
ENSG00000072062 79 81 87 81 78 74
ENSG00000072071 1 1 1 1 2 2
ENSG00000072110 890 836 942 753 1048 1103
ENSG00000072121 9 11 11 10 8 9
ENSG00000072133 2 2 1 1 4 2
ENSG00000072134 70 67 76 76 45 49
ENSG00000072135 6 7 7 7 13 14
ENSG00000072163 49 50 62 61 41 44
ENSG00000072195 29 27 29 26 31 28
ENSG00000072201 2 1 2 1 2 2
ENSG00000072210 4 5 5 7 4 4
ENSG00000072274 85 71 71 38 227 254
ENSG00000072310 33 31 42 32 41 47
ENSG00000072364 48 48 45 45 61 64
ENSG00000072401 22 19 19 22 20 20
ENSG00000072415 34 31 36 37 33 37
ENSG00000072422 28 26 32 34 24 37
ENSG00000072501 19 19 20 16 28 34
ENSG00000072506 12 16 14 10 38 34
ENSG00000072518 21 20 18 15 21 23
ENSG00000072571 5 5 7 5 15 23
ENSG00000072609 10 10 9 9 10 12
ENSG00000072657 43 45 47 43 33 35
ENSG00000072682 252 276 227 274 247 259
ENSG00000072736 15 14 16 16 16 16
ENSG00000072756 5 5 5 4 11 10
ENSG00000072778 193 212 183 173 376 358
ENSG00000072786 27 30 24 27 30 31
ENSG00000072803 61 62 65 77 53 59
ENSG00000072818 1 1 0 1 0 1
ENSG00000072832 13 15 17 18 14 18
ENSG00000072840 125 130 151 152 63 70
ENSG00000072849 26 22 26 22 30 32
ENSG00000072864 18 16 18 18 10 11
ENSG00000072952 39 34 57 46 49 55
ENSG00000072954 0 1 0 0 1 0
ENSG00000072958 29 29 32 30 25 26
ENSG00000073008 81 80 88 70 102 136
ENSG00000073009 19 16 23 18 29 27
ENSG00000073050 35 38 42 40 39 37
ENSG00000073060 28 31 31 33 15 16
ENSG00000073111 12 16 14 9 16 27
ENSG00000073146 2 2 3 4 4 5
ENSG00000073150 2 1 2 4 4 3
ENSG00000073169 38 38 45 35 31 29
ENSG00000073331 23 25 28 28 12 14
ENSG00000073417 27 30 26 31 22 24
ENSG00000073464 1 2 2 1 3 3
ENSG00000073536 8 8 6 7 10 9
ENSG00000073578 137 143 164 187 155 154
ENSG00000073584 47 46 49 46 64 63
ENSG00000073605 5 6 7 7 7 7
ENSG00000073614 19 18 20 18 20 21
ENSG00000073711 28 25 26 28 19 22
ENSG00000073712 154 138 146 149 241 261
ENSG00000073756 9 10 3 6 9 8
ENSG00000073792 144 135 169 172 116 130
ENSG00000073803 2 3 2 2 3 3
ENSG00000073905 0 0 0 0 1 0
ENSG00000073910 11 11 10 11 15 16
ENSG00000073921 197 181 192 179 184 219
ENSG00000073969 40 39 48 42 40 38
ENSG00000074047 22 24 24 20 24 25
ENSG00000074054 41 40 42 41 38 41
ENSG00000074071 127 146 150 144 158 129
ENSG00000074181 50 49 48 42 46 42
ENSG00000074201 64 65 68 85 69 72
ENSG00000074219 46 36 40 29 55 51
ENSG00000074266 14 10 14 17 15 13
ENSG00000074319 92 79 94 99 93 94
ENSG00000074356 7 7 8 9 11 11
ENSG00000074370 3 2 4 4 4 4
ENSG00000074410 25 23 21 22 19 21
ENSG00000074416 557 509 703 604 181 234
ENSG00000074527 482 441 491 480 271 383
ENSG00000074582 14 17 18 16 26 29
ENSG00000074590 11 12 10 9 19 18
ENSG00000074603 20 21 21 21 23 24
ENSG00000074621 4 4 3 4 7 8
ENSG00000074657 51 44 51 51 43 48
ENSG00000074695 247 261 231 289 226 257
ENSG00000074696 91 83 87 84 113 124
ENSG00000074755 19 22 21 25 18 20
ENSG00000074800 1944 1817 2078 1753 3469 3561
ENSG00000074842 516 581 494 537 728 709
ENSG00000074855 11 12 14 11 12 14
ENSG00000074935 7 7 5 8 13 14
ENSG00000074964 14 14 16 14 11 11
ENSG00000075089 31 27 27 29 34 33
ENSG00000075131 5 6 4 4 7 10
ENSG00000075142 92 86 82 83 107 113
ENSG00000075151 92 93 89 89 99 101
ENSG00000075188 23 20 25 32 22 24
ENSG00000075213 42 37 41 34 46 58
ENSG00000075218 7 7 8 6 6 13
ENSG00000075223 41 39 37 36 85 75
ENSG00000075234 41 40 54 45 42 44
ENSG00000075239 41 49 49 43 72 82
ENSG00000075240 11 16 8 17 11 11
ENSG00000075292 38 37 40 39 40 44
ENSG00000075303 6 7 6 8 6 6
ENSG00000075336 15 17 13 15 23 25
ENSG00000075391 10 10 9 11 13 15
ENSG00000075399 43 37 41 42 37 33
ENSG00000075407 6 5 6 6 7 9
ENSG00000075413 40 37 43 40 45 44
ENSG00000075415 245 238 266 256 268 266
ENSG00000075420 156 160 147 133 140 167
ENSG00000075426 92 97 91 88 97 99
ENSG00000075539 16 15 16 16 14 17
ENSG00000075568 38 41 34 38 40 45
ENSG00000075618 574 562 583 557 559 514
ENSG00000075624 12624 11477 14695 12895 10987 11231
ENSG00000075643 15 15 20 28 6 8
ENSG00000075651 19 20 17 16 18 21
ENSG00000075702 2 2 2 2 3 4
ENSG00000075711 35 34 34 29 41 46
ENSG00000075785 226 222 249 251 262 266
ENSG00000075790 67 67 73 66 51 60
ENSG00000075826 3 3 2 3 6 8
ENSG00000075856 28 27 33 31 38 41
ENSG00000075914 31 30 36 33 46 47
ENSG00000075945 18 17 20 19 22 26
ENSG00000075975 42 38 42 49 36 37
ENSG00000076003 14 15 13 10 25 30
ENSG00000076043 277 287 256 267 471 418
ENSG00000076053 27 25 23 27 21 24
ENSG00000076067 38 37 41 37 21 26
ENSG00000076108 46 43 51 55 37 43
ENSG00000076201 54 48 52 54 46 49
ENSG00000076242 22 23 23 25 41 44
ENSG00000076248 21 17 20 21 21 23
ENSG00000076321 21 22 22 23 31 30
ENSG00000076344 2 3 3 6 3 4
ENSG00000076351 5 4 5 8 3 4
ENSG00000076356 1 1 1 1 1 1
ENSG00000076382 9 13 12 12 15 22
ENSG00000076513 287 265 304 341 248 244
ENSG00000076555 1 1 1 1 2 2
ENSG00000076604 32 29 29 23 36 31
ENSG00000076641 11 11 12 13 6 10
ENSG00000076650 8 8 10 9 8 10
ENSG00000076662 9 8 7 9 12 10
ENSG00000076685 57 61 66 59 65 81
ENSG00000076706 36 29 34 26 79 91
ENSG00000076924 35 37 42 44 31 31
ENSG00000076928 73 70 75 63 87 90
ENSG00000076944 24 24 21 33 8 6
ENSG00000076984 39 36 38 42 32 32
ENSG00000077044 19 18 20 18 14 15
ENSG00000077063 2 2 4 4 2 2
ENSG00000077097 62 60 68 58 90 95
ENSG00000077147 103 111 96 100 118 134
ENSG00000077150 91 85 96 75 71 73
ENSG00000077152 10 11 13 11 12 16
ENSG00000077157 6 6 8 5 10 10
ENSG00000077232 16 15 15 13 23 25
ENSG00000077235 57 56 62 61 68 69
ENSG00000077238 191 163 194 218 94 113
ENSG00000077254 50 50 56 54 52 59
ENSG00000077312 104 81 105 113 104 108
ENSG00000077348 4 5 4 4 9 8
ENSG00000077380 98 85 108 86 121 135
ENSG00000077420 0 0 0 1 1 1
ENSG00000077454 38 36 38 35 38 38
ENSG00000077458 7 9 9 9 14 16
ENSG00000077463 21 24 22 24 31 26
ENSG00000077514 18 17 16 17 14 18
ENSG00000077549 150 130 154 146 165 151
ENSG00000077585 23 24 21 19 21 26
ENSG00000077684 37 35 39 32 50 55
ENSG00000077713 36 33 42 39 25 25
ENSG00000077721 83 81 86 85 86 86
ENSG00000077782 187 173 173 161 167 189
ENSG00000077809 288 276 230 223 310 329
ENSG00000077942 510 449 567 481 348 499
ENSG00000078043 4 4 4 4 4 4
ENSG00000078061 58 59 63 71 58 60
ENSG00000078070 19 21 21 21 26 25
ENSG00000078098 268 248 237 198 210 238
ENSG00000078124 6 5 6 5 8 8
ENSG00000078140 38 34 37 42 43 41
ENSG00000078142 16 15 18 16 18 19
ENSG00000078177 2 2 2 2 3 4
ENSG00000078237 6 5 5 3 8 7
ENSG00000078246 49 53 50 51 52 58
ENSG00000078269 42 43 38 40 40 45
ENSG00000078304 73 69 74 79 57 56
ENSG00000078319 5 7 8 2 16 15
ENSG00000078369 419 425 403 402 451 422
ENSG00000078401 7 7 5 4 4 6
ENSG00000078403 16 17 16 14 17 20
ENSG00000078487 0 1 1 0 1 1
ENSG00000078579 1 1 1 1 0 0
ENSG00000078618 205 194 239 236 173 191
ENSG00000078668 145 142 154 134 161 168
ENSG00000078674 36 34 38 40 40 46
ENSG00000078687 2 2 3 3 4 4
ENSG00000078699 18 16 17 19 11 12
ENSG00000078747 52 49 55 61 44 48
ENSG00000078804 35 32 40 32 36 35
ENSG00000078808 376 391 381 397 345 337
ENSG00000078902 52 45 53 61 44 40
ENSG00000078967 5 4 5 6 4 4
ENSG00000079102 1 1 0 0 2 2
ENSG00000079134 11 11 9 13 13 20
ENSG00000079150 22 24 17 21 29 31
ENSG00000079156 1 1 1 1 2 3
ENSG00000079246 220 210 218 208 272 308
ENSG00000079257 129 115 96 81 530 312
ENSG00000079277 24 25 25 24 28 29
ENSG00000079308 67 71 58 61 81 81
ENSG00000079313 20 22 22 20 24 21
ENSG00000079332 90 88 98 104 86 99
ENSG00000079335 4 5 3 3 3 4
ENSG00000079337 2 2 2 3 1 1
ENSG00000079387 7 7 8 7 7 7
ENSG00000079432 35 39 38 39 29 30
ENSG00000079435 1 1 1 3 2 2
ENSG00000079459 116 105 152 142 116 108
ENSG00000079462 17 13 21 15 40 36
ENSG00000079482 7 8 8 8 6 5
ENSG00000079616 9 11 10 10 14 20
ENSG00000079691 1 1 1 1 7 5
ENSG00000079739 140 131 129 137 149 134
ENSG00000079785 45 44 49 44 72 84
ENSG00000079805 96 95 104 109 93 101
ENSG00000079819 252 232 299 262 395 481
ENSG00000079841 0 1 0 0 1 1
ENSG00000079931 118 113 152 148 21 33
ENSG00000079950 11 10 11 12 10 11
ENSG00000079974 18 15 17 17 18 21
ENSG00000079999 77 76 87 90 83 77
ENSG00000080031 5 4 6 7 1 2
ENSG00000080189 27 24 29 29 19 22
ENSG00000080200 7 7 6 5 7 7
ENSG00000080298 1 1 1 1 1 2
ENSG00000080345 8 7 7 7 11 15
ENSG00000080371 9 9 9 10 10 10
ENSG00000080493 51 42 44 43 29 34
ENSG00000080503 46 44 55 69 34 39
ENSG00000080546 14 16 15 17 7 7
ENSG00000080561 0 0 0 0 1 1
ENSG00000080573 6 6 2 3 15 13
ENSG00000080603 30 32 32 29 30 31
ENSG00000080608 47 45 40 53 71 77
ENSG00000080709 1 1 1 1 4 3
ENSG00000080802 16 15 19 17 17 14
ENSG00000080815 26 27 30 29 22 29
ENSG00000080819 32 38 35 32 43 40
ENSG00000080822 87 85 86 89 74 92
ENSG00000080823 35 35 24 22 15 15
ENSG00000080824 688 655 655 603 895 932
ENSG00000080839 5 4 4 4 5 6
ENSG00000080845 82 84 94 98 70 69
ENSG00000080947 2 3 3 2 7 7
ENSG00000080986 4 4 4 4 9 14
ENSG00000081014 15 16 16 14 18 18
ENSG00000081019 10 9 10 9 9 8
ENSG00000081026 7 6 8 7 6 7
ENSG00000081041 1 1 1 0 3 2
ENSG00000081059 1 1 1 0 1 1
ENSG00000081087 26 25 23 23 29 33
ENSG00000081154 218 208 218 229 175 183
ENSG00000081177 14 16 12 15 15 16
ENSG00000081181 3 3 4 3 1 3
ENSG00000081189 1 1 1 1 1 1
ENSG00000081307 28 27 27 28 33 34
ENSG00000081320 27 26 28 31 29 31
ENSG00000081377 25 26 32 39 15 17
ENSG00000081386 5 6 6 5 4 4
ENSG00000081665 7 9 8 8 6 5
ENSG00000081692 16 13 14 14 12 14
ENSG00000081721 29 27 25 25 34 37
ENSG00000081760 18 21 21 20 16 16
ENSG00000081791 26 28 31 25 25 27
ENSG00000081853 23 23 23 24 19 19
ENSG00000081870 54 47 59 50 67 51
ENSG00000081913 11 12 13 15 9 9
ENSG00000081923 70 67 85 81 48 61
ENSG00000082014 27 27 22 18 59 51
ENSG00000082068 11 9 11 11 15 15
ENSG00000082126 4 5 3 2 8 9
ENSG00000082146 60 61 60 58 45 42
ENSG00000082153 118 119 114 100 155 160
ENSG00000082212 9 9 10 10 13 13
ENSG00000082213 29 20 23 26 22 25
ENSG00000082258 15 13 14 14 14 17
ENSG00000082269 6 5 4 7 5 6
ENSG00000082397 1 1 1 1 14 17
ENSG00000082438 7 12 6 8 2 2
ENSG00000082458 9 7 9 7 11 11
ENSG00000082482 3 3 1 2 5 5
ENSG00000082497 0 0 0 0 0 0
ENSG00000082512 14 12 11 8 29 30
ENSG00000082515 14 12 17 14 21 19
ENSG00000082516 7 8 6 6 12 14
ENSG00000082641 245 252 255 270 317 339
ENSG00000082701 36 35 36 35 34 36
ENSG00000082781 222 267 208 239 154 213
ENSG00000082805 37 39 39 40 39 46
ENSG00000082898 53 50 54 49 71 85
ENSG00000082996 28 28 27 34 31 39
ENSG00000083093 4 4 6 5 5 5
ENSG00000083097 7 6 6 6 8 9
ENSG00000083099 9 10 10 9 12 15
ENSG00000083123 16 16 13 14 14 16
ENSG00000083168 21 22 24 21 20 21
ENSG00000083223 23 26 28 28 25 26
ENSG00000083290 15 16 17 17 11 10
ENSG00000083312 89 85 88 89 64 83
ENSG00000083444 1170 1243 1160 1308 1038 1028
ENSG00000083454 1 3 2 2 3 4
ENSG00000083457 11 11 11 9 12 10
ENSG00000083520 19 19 20 20 18 20
ENSG00000083535 14 15 10 13 15 18
ENSG00000083544 8 8 7 8 9 9
ENSG00000083635 6 6 6 4 11 11
ENSG00000083642 14 15 13 14 14 15
ENSG00000083720 14 14 11 13 36 42
ENSG00000083750 18 20 19 19 20 18
ENSG00000083799 21 19 21 19 17 18
ENSG00000083807 1 0 1 1 2 1
ENSG00000083812 4 5 4 4 4 4
ENSG00000083814 6 5 4 5 6 8
ENSG00000083817 4 4 4 3 3 4
ENSG00000083828 5 4 5 4 6 8
ENSG00000083838 7 7 6 7 6 7
ENSG00000083842 6 7 6 4 5 8
ENSG00000083844 2 2 2 2 2 2
ENSG00000083845 947 930 997 1049 671 597
ENSG00000083857 142 166 139 126 190 229
ENSG00000083896 28 31 30 34 31 36
ENSG00000083937 14 14 13 16 17 17
ENSG00000084070 67 57 66 68 60 54
ENSG00000084072 18 19 20 20 23 21
ENSG00000084073 36 36 32 31 58 62
ENSG00000084090 81 75 80 74 89 87
ENSG00000084092 26 30 29 37 30 24
ENSG00000084093 15 17 14 14 22 22
ENSG00000084112 67 65 74 74 42 45
ENSG00000084207 587 576 586 554 478 472
ENSG00000084234 541 548 610 707 480 604
ENSG00000084444 8 8 7 9 6 7
ENSG00000084463 30 31 35 38 34 40
ENSG00000084623 145 141 155 156 168 167
ENSG00000084636 110 98 78 56 135 143
ENSG00000084652 106 100 115 106 110 122
ENSG00000084676 8 8 9 8 13 14
ENSG00000084693 33 27 33 37 25 21
ENSG00000084731 26 29 27 29 23 20
ENSG00000084733 93 90 89 82 114 114
ENSG00000084754 95 105 99 100 114 112
ENSG00000084764 15 16 14 14 35 31
ENSG00000084774 23 24 22 22 30 33
ENSG00000085063 210 236 226 263 226 265
ENSG00000085117 119 111 112 95 98 88
ENSG00000085185 9 10 8 8 6 7
ENSG00000085224 30 28 29 26 39 45
ENSG00000085231 95 91 102 87 121 122
ENSG00000085274 14 11 12 13 11 14
ENSG00000085276 9 9 11 12 9 10
ENSG00000085365 42 41 40 42 37 40
ENSG00000085377 10 10 9 9 18 18
ENSG00000085382 12 12 12 18 11 10
ENSG00000085415 19 17 17 12 22 27
ENSG00000085433 23 21 20 21 26 27
ENSG00000085449 55 54 45 49 81 72
ENSG00000085465 1 1 1 1 1 1
ENSG00000085491 67 54 63 56 48 60
ENSG00000085511 14 16 16 21 17 16
ENSG00000085563 0 1 1 1 0 2
ENSG00000085644 6 9 5 7 8 6
ENSG00000085662 1094 816 1360 1161 273 271
ENSG00000085719 88 88 90 110 60 73
ENSG00000085721 33 31 32 34 42 44
ENSG00000085733 253 275 246 209 484 477
ENSG00000085760 29 26 25 32 40 41
ENSG00000085788 45 50 50 52 50 57
ENSG00000085832 40 40 42 47 39 45
ENSG00000085840 2 3 3 2 3 5
ENSG00000085871 26 27 29 31 15 17
ENSG00000085872 32 34 37 35 34 34
ENSG00000085978 20 17 20 18 20 25
ENSG00000085982 11 13 11 11 29 26
ENSG00000085998 39 41 42 44 39 38
ENSG00000085999 2 3 2 1 2 6
ENSG00000086015 51 49 54 53 46 50
ENSG00000086061 192 166 188 164 236 227
ENSG00000086062 138 151 138 152 135 135
ENSG00000086065 111 117 120 138 122 110
ENSG00000086102 28 28 31 43 34 31
ENSG00000086189 19 15 18 17 22 25
ENSG00000086200 12 12 14 14 14 17
ENSG00000086232 74 72 72 81 91 86
ENSG00000086475 23 23 22 18 42 46
ENSG00000086504 61 74 76 67 79 84
ENSG00000086544 12 14 11 12 15 13
ENSG00000086589 41 44 41 43 38 48
ENSG00000086598 402 389 389 395 438 463
ENSG00000086619 2 2 2 1 1 2
ENSG00000086666 79 69 83 80 71 76
ENSG00000086696 10 10 9 12 3 5
ENSG00000086712 14 14 16 19 12 15
ENSG00000086758 62 65 67 65 76 83
ENSG00000086827 13 13 12 10 19 24
ENSG00000086848 14 13 14 16 12 15
ENSG00000086991 8 7 4 4 4 5
